GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
FZD7               2  202899310  202903160     11       7  129118      -1.5762      0.94251
KIAA2012           2  202937978  203061886    582      73  129118    0.0022597       0.4991
SUMO1              2  203070903  203103322    124      36  129118      0.78017      0.21764
NOP58              2  203130515  203168384    172      37  129118      0.99473      0.15993
BMPR2              2  203241033  203432474    724      65  129118      0.91257      0.18073
FAM117B            2  203499901  203634480    469      92  129118       2.2251     0.013038
ICA1L              2  203637873  203736708    407      49  129118       3.1526   0.00080903
WDR12              2  203745323  203776949    144      36  129118        2.909    0.0018129
CARF               2  203776978  203851060    260      28  129118       3.0265    0.0012371
NBEAL1             2  203879597  204091101    702      81  129118       2.7114    0.0033498
CYP20A1            2  204103164  204170563    285      50  129118      0.35571      0.36103
ABI2               2  204192597  204296892    382      69  129118      0.94811      0.17154
RAPH1              2  204298538  204400058    336      62  129118     -0.95722      0.83077
CD28               2  204571198  204603635    158      40  129118     -0.78961      0.78512
CTLA4              2  204732511  204738683     18       9  129118      0.21502      0.41488
ICOS               2  204801454  204826302    120      43  129118     -0.23615      0.59334
PARD3B             2  205410516  206484886   5961     282  129118        1.067        0.143
NRP2               2  206547184  206662857    613     127  129118      0.27619       0.3912
INO80D             2  206858445  206950906    417      55  129118      0.23177      0.40836
NDUFS1             2  206987803  207024243    184      35  129118       1.0351       0.1503
EEF1B2             2  207024318  207027653      7       4  129118       1.2482      0.10598
GPR1               2  207040040  207082771    213      51  129118    -0.018217      0.50727
ZDBF2              2  207139523  207179162    172      42  129118       1.4604     0.072089
ADAM23             2  207308268  207485854    820      86  129118       0.5647      0.28614
LOC200726          2  207507142  207514173     40      20  129118   -0.0025455      0.50102
DYTN               2  207516345  207583120    469      70  129118     0.066188      0.47361
MDH1B              2  207602487  207630268    184      25  129118     -0.50681      0.69385
FASTKD2            2  207630112  207660913    173      48  129118      -1.7188      0.95718
CPO                2  207804278  207834198    155      40  129118     0.057598      0.47703
KLF7               2  207938861  208031970    548      94  129118      0.66716      0.25233
CREB1              2  208394616  208470284    304      59  129118       1.6295     0.051603
METTL21A           2  208473839  208490652     53      17  129118       1.0026      0.15804
CCNYL1             2  208576264  208620898    221      31  129118     -0.35695      0.63944
FZD5               2  208627310  208634143     27      18  129118       1.3634     0.086375
PLEKHM3            2  208686012  208890284    812     107  129118       3.0151    0.0012843
CRYGD              2  208986331  208989313     19       9  129118      -1.4449      0.92576
CRYGC              2  208992861  208994554     12       8  129118       2.5807    0.0049302
CRYGB              2  209007297  209010877     31      10  129118        1.381     0.083641
CRYGA              2  209025464  209028366     23      10  129118       1.8987     0.028804
C2orf80            2  209030071  209054969    159      38  129118      0.37538      0.35369
IDH1               2  209100951  209120478     80      27  129118       1.3825     0.083409
PIKFYVE            2  209130990  209223475    464      34  129118      0.86369      0.19388
PTH2R              2  209224569  209359231    619      55  129118     0.077689      0.46904
MAP2               2  210288733  210598842   1400      76  129118       1.0477       0.1474
UNC80              2  210636717  210864024   1060      81  129118      0.17497      0.43055
RPE                2  210867289  210889784     77      42  129118      0.97228      0.16546
KANSL1L            2  210885435  211036068    446     138  129118       2.2459     0.012354
ACADL              2  211052632  211090215    109      48  129118      0.75345      0.22559
MYL1               2  211154868  211179895    116      34  129118      0.98944      0.16122
LANCL1             2  211295973  211342347    217      36  129118       0.8146      0.20765
CPS1               2  211342406  211543831   1020      91  129118     0.069809      0.47217
ERBB4              2  212240442  213403879   7804     312  129118     0.073694      0.47063
IKZF2              2  213864408  214016379    817      70  129118      0.18981      0.42473
LOC100130451       2  214141277  214148929     56      12  129118      0.92628      0.17715
SPAG16             2  214149103  215275225   6220     202  129118       1.6841     0.046082
VWC2L              2  215276292  215440774    831      70  129118       2.4026    0.0081403
BARD1              2  215590370  215674428    639      59  129118      0.46458      0.32112
ABCA12             2  215796266  216003151   1129     143  129118      0.96484      0.16731
ATIC               2  216176679  216214496    248      47  129118      -1.0419      0.85126
FN1                2  216225177  216300890    403      56  129118     -0.46684      0.67969
MREG               2  216807314  216878346    490     101  129118    -0.059607      0.52377
PECR               2  216903111  216946539    243      67  129118      -1.4153      0.92152
TMEM169            2  216946589  216967506     94      25  129118      0.76174      0.22311
XRCC5              2  216972381  217071016    488      77  129118      0.12755      0.44925
MARCH4             2  217122585  217236750    578      81  129118     -0.23023      0.59104
SMARCAL1           2  217277137  217347776    382      45  129118    -0.054894      0.52189
RPL37A             2  217363520  217366190     23       9  129118     -0.82996      0.79672
IGFBP2             2  217498127  217529159    176      78  129118        1.471      0.07064
IGFBP5             2  217536828  217560272    106      27  129118     -0.36922      0.64402
TNP1               2  217724181  217724782      2       1  129118      -0.5447      0.70702
TNS1               2  218664512  218808796    817     135  129118     -0.84395      0.80065
RUFY4              2  218899657  218955304    315      43  129118      0.68606      0.24634
CXCR2              2  218990013  219001976     61      31  129118     -0.32459      0.62726
CXCR1              2  219027568  219031716     16       9  129118     -0.40322      0.65661
ARPC2              2  219081817  219119071    188      46  129118     -0.30478      0.61973
GPBAR1             2  219125738  219128582     14       6  129118      0.33343       0.3694
AAMP               2  219128852  219134893     23      13  129118     -0.77411      0.78057
PNKD               2  219135115  219211516    365      38  129118       1.2053      0.11405
TMBIM1             2  219138917  219157280     97      17  129118       1.3174     0.093853
CATIP              2  219221579  219233003     63      26  129118      0.65634       0.2558
SLC11A1            2  219246752  219261617     63      27  129118      0.21882      0.41339
CTDSP1             2  219263061  219270664     50      19  129118       1.2535      0.10501
VIL1               2  219283838  219314248    130      41  129118      0.14326      0.44304
USP37              2  219314974  219433084    481      45  129118      0.07056      0.47187
RQCD1              2  219433303  219461158    113      25  129118      0.17109      0.43208
PLCD4              2  219472488  219501909    119      34  129118      -1.6087      0.94616
ZNF142             2  219502639  219524355     92      26  129118     -0.30996      0.62171
BCS1L              2  219524379  219528166     10       5  129118     -0.12001      0.54776
RNF25              2  219528587  219536781     40      12  129118      0.14601      0.44196
STK36              2  219536749  219567440    154      30  129118    -0.010849      0.50433
TTLL4              2  219575558  219620139    197      29  129118     -0.43857      0.66951
CYP27A1            2  219646472  219680016    155      23  129118      -2.0812      0.98129
PRKAG3             2  219687083  219696526     40      18  129118      0.42806       0.3343
WNT6               2  219724546  219738954     45      18  129118       2.1466     0.015914
WNT10A             2  219745255  219758651     40      22  129118       1.2425      0.10703
CDK5R2             2  219824350  219826877      8       3  129118      0.86296      0.19408
FEV                2  219845809  219850379     11       6  129118      0.48754      0.31294
CRYBA2             2  219854912  219858127      5       3  129118     -0.59093      0.72272
CCDC108            2  219867568  219906273    152      55  129118      0.12295      0.45107
IHH                2  219919142  219925238     25      10  129118       1.4499      0.07355
NHEJ1              2  219940046  220025587    377      42  129118      0.38267      0.35098
SLC23A3            2  220026181  220035549     23      10  129118     -0.79863      0.78775
CNPPD1             2  220036619  220042885     32       9  129118     -0.52982      0.70188
FAM134A            2  220042939  220050197     52      18  129118     -0.54975      0.70876
ZFAND2B            2  220071506  220074373     15      10  129118      0.19124      0.42417
ABCB6              2  220074488  220083712     32      22  129118       1.7339     0.041471
ATG9A              2  220084102  220094387     40      14  129118       1.7849     0.037141
ANKZF1             2  220094479  220101391     35      14  129118       1.6129     0.053378
GLB1L              2  220101331  220110155     38      22  129118       2.2217      0.01315
STK16              2  220110192  220115059     22      13  129118       2.2005     0.013885
TUBA4A             2  220114433  220119330     18       8  129118       1.2716      0.10175
DNAJB2             2  220144040  220151622     43      19  129118       1.0952      0.13672
PTPRN              2  220154345  220174295     86      27  129118       1.8021     0.035766
RESP18             2  220192131  220197899     33       7  129118     0.049636      0.48021
DNPEP              2  220238180  220264730    130      26  129118      -1.1723      0.87946
DES                2  220283099  220291461     43      18  129118      -1.0818      0.86033
SPEG               2  220299552  220358354    254      65  129118     -0.83228      0.79737
LOC100996693       2  220359098  220363004     21       9  129118     -0.36451      0.64226
GMPPA              2  220363587  220371718     32      19  129118     -0.35678      0.63937
ASIC4              2  220378892  220403494    134      44  129118     -0.98555      0.83782
CHPF               2  220403669  220408487     26      11  129118      0.38879      0.34872
TMEM198            2  220408385  220415317     34      16  129118      0.28602      0.38743
OBSL1              2  220415450  220436357    129      36  129118       1.0261      0.15241
INHA               2  220436954  220440435     20      11  129118       1.4026     0.080368
STK11IP            2  220462593  220481173     88      37  129118     -0.43523       0.6683
SLC4A3             2  220492292  220506702     60      29  129118     -0.59384      0.72369
EPHA4              2  222282747  222437010    827      81  129118      0.82722      0.20406
PAX3               2  223064606  223163715    583      93  129118      -2.2343      0.98727
CCDC140            2  223162866  223169936     37      19  129118     -0.67954       0.7516
SGPP2              2  223288771  223427342    723     118  129118      -1.5201      0.93576
FARSB              2  223436162  223520827    371      53  129118     -0.50355      0.69271
MOGAT1             2  223536457  223575005    219      55  129118      0.30135      0.38158
ACSL3              2  223725732  223808119    501      57  129118     -0.45661      0.67602
KCNE4              2  223916648  223920355     19       7  129118     -0.92273      0.82192
SCG2               2  224461658  224467217     22       9  129118      0.47879      0.31604
AP1S3              2  224616403  224702319    563      51  129118     -0.43894      0.66965
WDFY1              2  224740065  224810104    356      29  129118      0.78999      0.21477
MRPL44             2  224822121  224832431     47      17  129118      0.17475      0.43064
SERPINE2           2  224839765  224904036    446      67  129118      0.35262      0.36219
FAM124B            2  225243415  225266711    144      46  129118      -2.3722      0.99116
CUL3               2  225334867  225450114    532      51  129118      -1.0545      0.85417
DOCK10             2  225629807  225907330   1572     136  129118      -2.5047      0.99387
NYAP2              2  226264426  226518734   1099     111  129118       2.9034    0.0018458
IRS1               2  227596033  227664545    321      45  129118       1.2284      0.10965
RHBDD1             2  227700652  227863926    739      65  129118       1.9591     0.025053
COL4A4             2  227867427  228029275    826      98  129118       1.0265      0.15234
COL4A3             2  228029281  228179508   1126     113  129118   -0.0087994      0.50351
MFF                2  228189867  228222552    199      35  129118     -0.51192      0.69564
TM4SF20            2  228226872  228244022    135      37  129118     -0.10682      0.54253
AGFG1              2  228336853  228425938    486      52  129118     -0.56986      0.71561
C2orf83            2  228474806  228498036    224      32  129118      -0.2438      0.59631
SLC19A3            2  228549926  228582814    233      46  129118     -0.83506      0.79816
CCL20              2  228678558  228682280     18       5  129118       1.8846     0.029739
DAW1               2  228736325  228789131    366      40  129118     -0.54399      0.70678
SPHKAP             2  228844670  229046836   1151      76  129118      -1.2327      0.89116
PID1               2  229888689  230136057   1367     151  129118      0.64948      0.25802
DNER               2  230222345  230579286   2439     199  129118      0.78217      0.21706
TRIP12             2  230631098  230786763    552      79  129118     -0.99152      0.83928
FBXO36             2  230787023  230877825    337      81  129118      0.30887      0.37871
SLC16A14           2  230899690  230933715    197      40  129118      0.28781      0.38675
SP110              2  231033634  231090444    363      37  129118     -0.69208      0.75556
SP140              2  231090445  231177930    478      72  129118      0.88239      0.18878
SP140L             2  231191894  231268445    467      53  129118      0.25679      0.39867
SP100              2  231280871  231410317    681      88  129118      0.12428      0.45055
CAB39              2  231577557  231685790    565      70  129118     -0.63794      0.73824
ITM2C              2  231729546  231743963     93      27  129118       2.5208    0.0058542
GPR55              2  231772043  231789953    103      34  129118      0.59489      0.27596
SPATA3             2  231860839  231884572    205      24  129118      0.93035       0.1761
C2orf72            2  231902281  231914429     63      23  129118      0.65412      0.25652
PSMD1              2  231921578  232037541    444      65  129118       1.4485     0.073739
HTR2B              2  231972944  231989926     50      30  129118      0.86123      0.19455
ARMC9              2  232063294  232238606    931     102  129118    -0.052712      0.52102
B3GNT7             2  232260335  232265875     21      10  129118       0.6515      0.25736
NCL                2  232319459  232329208     55      27  129118       1.9256     0.027077
NMUR1              2  232387871  232395182     47       9  129118       1.5615     0.059199
C2orf57            2  232457575  232458994     11       7  129118     -0.14556      0.55786
PTMA               2  232573235  232578251     41      14  129118     -0.36405      0.64209
PDE6D              2  232597147  232645974    227      42  129118      0.93446      0.17503
COPS7B             2  232646388  232673958    128      41  129118      0.23656       0.4065
NPPC               2  232786805  232791038     10       4  129118      -0.9866      0.83808
DIS3L2             2  232826293  233208678   1977      65  129118     -0.25383      0.60019
ALPP               2  233243348  233247599     25      15  129118      -1.4468      0.92603
ALPPL2             2  233271552  233275424     24      12  129118      -0.9513      0.82927
ALPI               2  233320833  233325455     36      17  129118       1.1722      0.12055
ECEL1              2  233344537  233352532     58      33  129118      -1.9774        0.976
PRSS56             2  233385173  233390426     27      12  129118      0.15715      0.43756
CHRND              2  233390870  233401375     58      22  129118     -0.26116      0.60301
CHRNG              2  233404424  233411038     48      19  129118     -0.52936      0.70172
TIGD1              2  233412779  233415226     12       4  129118      0.67354       0.2503
EIF4E2             2  233414762  233448354    166      23  129118      -1.3157      0.90587
EFHD1              2  233470767  233547491    487      76  129118       1.0142      0.15523
GIGYF2             2  233562015  233725287    994      62  129118      0.85752      0.19558
KCNJ13             2  233630512  233641275     57      21  129118      0.10249      0.45918
C2orf82            2  233733724  233741111     45      17  129118     0.030002      0.48803
NGEF               2  233743396  233877951   1006     100  129118      -2.2703      0.98841
NEU2               2  233897382  233899767     17       8  129118      0.16223      0.43556
ATG16L1            2  234160217  234204320    237      45  129118      -1.0472      0.85249
SAG                2  234216309  234255701    262      42  129118     -0.92935      0.82365
DGKD               2  234263149  234380744    633      83  129118      0.58959      0.27773
USP40              2  234384165  234475433    569      43  129118      0.13894      0.44475
UGT1A8             2  234526291  234681946    950      86  129118       1.1323      0.12876
UGT1A10            2  234545123  234681951    855      78  129118       0.9385      0.17399
UGT1A9             2  234580544  234681951    653      56  129118       0.9688      0.16632
UGT1A7             2  234590584  234681945    573      51  129118      0.84868      0.19803
UGT1A6             2  234600321  234681951    500      53  129118      0.47017      0.31912
UGT1A5             2  234621638  234681945    394      47  129118      0.45669      0.32395
UGT1A4             2  234627438  234681945    342      45  129118      0.58145      0.28047
UGT1A3             2  234637773  234681945    279      41  129118      0.68346      0.24716
DNAJB3             2  234651396  234652661     14       7  129118      -0.2799      0.61022
UGT1A1             2  234668919  234681945     63      28  129118      0.47624      0.31695
MROH2A             2  234684325  234742069    430      96  129118     0.087591       0.4651
HJURP              2  234745486  234763212    140      34  129118      0.68869      0.24551
TRPM8              2  234826043  234928166    748     132  129118      -1.0012      0.84162
SPP2               2  234959346  234985776    210      38  129118     -0.81916      0.79365
ARL4C              2  235401685  235405721     18      10  129118      0.47463      0.31752
SH3BP4             2  235860628  235964358    702     111  129118       1.9454     0.025861
AGAP1              2  236402733  237040444   3884     268  129118     -0.87633      0.80958
GBX2               2  237074307  237076652      9       6  129118      0.82506      0.20467
ASB18              2  237103515  237172988    498      51  129118      -1.1873      0.88245
IQCA1              2  237232790  237416178    885      78  129118    -0.092732      0.53694
ACKR3              2  237469424  237491001    117      41  129118      -1.2749      0.89882
COPS8              2  237993870  238007489     88      28  129118      0.19191      0.42391
COL6A3             2  238232655  238322850    575      85  129118     0.030353      0.48789
MLPH               2  238395053  238463961    642      59  129118     -0.40432      0.65701
PRLH               2  238475217  238475818      3       2  129118      0.33858      0.36746
RAB17              2  238482965  238499769    172      35  129118        1.334     0.091098
LRRFIP1            2  238536224  238690290   1350      96  129118     -0.29644      0.61655
RBM44              2  238707032  238751451    263      55  129118      0.73623       0.2308
RAMP1              2  238768187  238820756    417      87  129118     -0.13151      0.55231
UBE2F              2  238875587  238951423    385      29  129118      -1.5517      0.93963
SCLY               2  238969565  239008054    234      40  129118     -0.76753      0.77862
ESPNL              2  239008951  239041928    271      42  129118     -0.76153      0.77683
KLHL30             2  239047310  239061547    104      36  129118      -1.1338      0.87156
FAM132B            2  239060579  239077516    125      47  129118     -0.47733      0.68344
ILKAP              2  239079043  239112343    209      37  129118      0.56682      0.28542
HES6               2  239146908  239148681      8       4  129118     -0.20383      0.58076
PER2               2  239152679  239198678    261      54  129118      0.13205      0.44747
TRAF3IP1           2  239229185  239309541    386      47  129118      0.92604      0.17721
ASB1               2  239335382  239360891    164      29  129118      0.30519      0.38011
LOC100287387       2  239753187  239756320     16      10  129118     -0.88772      0.81265
HDAC4              2  239969864  240323346   2450     206  129118       1.7885     0.036848
LOC401040          2  240499995  240507788     76      23  129118       1.0945      0.13686
LOC101927147       2  240832058  240851838    203      31  129118      0.47981      0.31568
NDUFA10            2  240896789  240964819    432      53  129118      0.59394      0.27628
OR6B2              2  240968382  240972324     30      21  129118      0.96448       0.1674
PRR21              2  240981230  240982399      7       4  129118       1.6541     0.049054
OR6B3              2  240984494  240985489      8       5  129118       1.9725     0.024277
MYEOV2             2  241065980  241075764    105      21  129118     -0.38605      0.65027
OTOS               2  241078446  241080073     18      10  129118     -0.98572      0.83786
GPC1               2  241375115  241407495    282      63  129118     -0.85177      0.80283
ANKMY1             2  241418839  241500472    503      85  129118      0.93533      0.17481
DUSP28             2  241499471  241503431     30      13  129118        2.847    0.0022066
RNPEPL1            2  241507952  241518149     72      39  129118       1.5518     0.060354
CAPN10             2  241526133  241538526    103      22  129118       2.4975    0.0062534
GPR35              2  241544825  241570676    193      71  129118    0.0038064      0.49848
AQP12B             2  241615835  241622317      9       5  129118    0.0028805      0.49885
AQP12A             2  241631262  241637900      7       5  129118     -0.48874      0.68749
KIF1A              2  241653181  241759725    699     121  129118       1.8095     0.035183
AGXT               2  241808162  241818536    104      24  129118       0.6247      0.26608
C2orf54            2  241825465  241836267    129      16  129118      0.49896       0.3089
LOC728763          2  241872287  241905525    234      39  129118       1.0322      0.15098
SNED1              2  241938213  242038515    602      93  129118      0.61083      0.27066
MTERF4             2  242026509  242041747     85      25  129118      0.65126      0.25744
PASK               2  242045514  242089394    379      61  129118      0.82891      0.20358
PPP1R7             2  242089012  242122439    215      50  129118      0.64455      0.25961
ANO7               2  242127924  242164791    271      72  129118      0.74125      0.22927
HDLBP              2  242166682  242255116    517      64  129118       2.1155     0.017196
LOC101927509       2  242207191  242220114     60      23  129118       2.2864     0.011116
SEPT2              2  242254723  242293442    222      59  129118       1.0284      0.15188
FARP2              2  242295664  242434256    797      62  129118      0.19347      0.42329
STK25              2  242434122  242449145    102      35  129118     0.080299        0.468
BOK                2  242498146  242513553     97      43  129118       1.8161     0.034674
THAP4              2  242523820  242576753    270      35  129118      0.80224      0.21121
ATG4B              2  242576775  242613272    299      41  129118      0.14265      0.44328
DTYMK              2  242615157  242626383     95      23  129118      0.68927      0.24533
ING5               2  242641456  242668896    190      35  129118      -0.7905      0.78538
D2HGDH             2  242674030  242708231    253      40  129118       1.9164     0.027659
GAL3ST2            2  242716240  242743702    156      38  129118       1.5709       0.0581
NEU4               2  242749920  242758742     77      24  129118      0.84031      0.20037
PDCD1              2  242792033  242801058     54      17  129118      0.95049      0.17093
RTP5               2  242811886  242815482     38      12  129118      0.73927      0.22987
LOC285095          2  242836139  242844774     92      23  129118      0.78374       0.2166
CHL1               3     238279     451100   1654     131  129118     -0.74819      0.77283
CNTN6              3    1134342    1445278   2583     181  129118      0.26054      0.39722
CNTN4              3    2140550    3099645   7405     494  129118       0.5741      0.28295
IL5RA              3    3108008    3152058    356     120  129118     -0.35031      0.63695
TRNT1              3    3168600    3190919    205      38  129118     -0.39119      0.65217
CRBN               3    3191317    3221401    260      40  129118      0.10685      0.45746
LRRN1              3    3841121    3889708    340      57  129118      -1.1684      0.87868
SETMAR             3    4344988    4358949    112      19  129118      0.18466      0.42675
SUMF1              3    4402829    4508966    672      84  129118      0.77641      0.21875
ITPR1              3    4535032    4889524   2511     280  129118      0.81354      0.20795
BHLHE40            3    5021097    5026866     26       9  129118      -1.1999       0.8849
ARL8B              3    5163930    5222601    266      31  129118      0.19176      0.42397
EDEM1              3    5229359    5261650    166      72  129118       1.0747      0.14126
GRM7               3    6902802    7783218   6308     355  129118     -0.18559      0.57362
LMCD1              3    8543493    8609811    443      55  129118       0.5409      0.29429
SSUH2              3    8661086    8786721   1037     172  129118      0.28451      0.38801
CAV3               3    8775486    8788451    107      28  129118     -0.19449       0.5771
OXTR               3    8792094    8811300    141      45  129118      0.41798      0.33798
RAD18              3    8918880    9005159    652      39  129118       1.0035      0.15781
SRGAP3             3    9022275    9291369   1638     195  129118      -1.1622      0.87742
THUMPD3            3    9404660    9428475    136      41  129118     -0.82052      0.79404
SETD5              3    9439384    9519838    357      55  129118     -0.55467      0.71044
LHFPL4             3    9540045    9595486    375      47  129118     -0.95805      0.83098
MTMR14             3    9691117    9744078    239      64  129118     -0.20109      0.57969
CPNE9              3    9745510    9771592    125      65  129118     -0.52649      0.70073
BRPF1              3    9773413    9789699     59      32  129118       1.7677     0.038553
OGG1               3    9791628    9829468    155      45  129118       1.0899      0.13789
CAMK1              3    9799029    9811676     43      22  129118      0.89605      0.18511
TADA3              3    9821648    9834695     63      21  129118       2.3568    0.0092155
ARPC4              3    9834082    9848789     77      32  129118       1.6019     0.054591
ARPC4-TTLL3        3    9834232    9878040    277      52  129118        2.412    0.0079326
TTLL3              3    9851632    9878040    191      35  129118       2.1569     0.015507
RPUSD3             3    9879533    9885702     37      21  129118       2.4874    0.0064338
CIDEC              3    9908394    9921938     86      29  129118       -1.882      0.97008
JAGN1              3    9932271    9936033     25      12  129118     0.040576      0.48382
IL17RE             3    9944296    9958086     77      16  129118       0.0446      0.48221
IL17RC             3    9958758    9975305     90      46  129118      -1.2638      0.89685
CRELD1             3    9975478    9987097     40      21  129118     -0.86441      0.80632
PRRT3              3    9987226    9994078     25      16  129118     -0.51665       0.6973
EMC3               3   10005636   10029146    101      14  129118      -1.0634      0.85619
LOC401052          3   10048102   10052779     30       7  129118     -0.30799      0.62095
FANCD2             3   10068113   10143614    358      26  129118     -0.19718      0.57816
FANCD2OS           3   10123004   10149975    115      19  129118     -0.62517      0.73407
BRK1               3   10157333   10168874     60       7  129118     -0.27183      0.60713
VHL                3   10183319   10195354     93      22  129118      0.19682      0.42198
IRAK2              3   10206561   10285427    524      62  129118       2.0065     0.022401
TATDN2             3   10290177   10322906    195      47  129118       1.5761     0.057496
GHRL               3   10327434   10334631     42      22  129118       2.8315    0.0023165
SEC13              3   10342613   10362872    120      32  129118       2.4573    0.0069989
ATP2B2             3   10365707   10733131   2409     233  129118       2.0119     0.022116
SLC6A11            3   10857917   10980146    717      91  129118    0.0056559      0.49774
SLC6A1             3   11034420   11080935    317      80  129118    -0.043585      0.51738
HRH1               3   11178779   11304939    725     107  129118        1.124       0.1305
ATG7               3   11314010   11599139   1297      60  129118      0.63426      0.26295
VGLL4              3   11597543   11762220   1065     103  129118      0.38106      0.35158
TAMM41             3   11831916   11888393    258      40  129118     -0.19519      0.57738
LOC101929530       3   11912358   11943081    238      41  129118     -0.48896      0.68756
SYN2               3   12182150   12233532    233      54  129118      -1.2103      0.88692
TIMP4              3   12194568   12200851     33      16  129118     -0.29555      0.61621
PPARG              3   12329349   12475855    710      85  129118     -0.41025      0.65919
TSEN2              3   12517748   12580672    417      38  129118     -0.37928      0.64776
MKRN2OS            3   12581280   12586963     39      21  129118     0.031686      0.48736
MKRN2              3   12598513   12625212    140      40  129118     -0.45902      0.67689
RAF1               3   12625100   12705700    385      38  129118     -0.48521      0.68624
TMEM40             3   12775392   12801038    193      52  129118      -1.1193       0.8685
CAND2              3   12838171   12876313    250      68  129118      -0.1813      0.57194
RPL32              3   12876444   12883081     43      10  129118     -0.34959      0.63668
IQSEC1             3   12938542   13114652   1096     165  129118      0.46026      0.32266
NUP210             3   13357730   13461819    584      48  129118      0.63095      0.26404
HDAC11             3   13521671   13547924    140      52  129118       2.3425    0.0095781
FBLN2              3   13573824   13679922    818     118  129118      0.96231      0.16795
WNT7A              3   13860082   13921618    404      73  129118      -1.9296      0.97317
CHCHD4             3   14153577   14166371     56      23  129118      0.70483      0.24046
TMEM43             3   14166440   14185180     99      44  129118      0.95542      0.16968
XPC                3   14186647   14220172    164      46  129118    -0.085832       0.5342
LSM3               3   14220228   14239869     80      28  129118      0.74962      0.22674
SLC6A6             3   14444076   14530857    480     113  129118       2.0797     0.018775
GRIP2              3   14530396   14583588    362      53  129118     0.073257       0.4708
CCDC174            3   14693253   14714166    140      30  129118       1.9808     0.023808
C3orf20            3   14716606   14814543    551      85  129118       2.9602    0.0015374
FGD5               3   14852247   14976072    868      71  129118      0.82286      0.20529
NR2C2              3   14989091   15090780    508      60  129118      0.90149      0.18366
MRPS25             3   15083758   15106839    113      45  129118      0.49751      0.30941
RBSN               3   15111580   15140662    137      27  129118       1.5608     0.059281
CAPN7              3   15247733   15294423    248      40  129118      0.20133      0.42022
SH3BP5             3   15295860   15382901    598     101  129118      0.28491      0.38786
METTL6             3   15422782   15469054    258      42  129118     -0.68052      0.75191
EAF1               3   15469064   15484120     72      29  129118     -0.62314       0.7334
COLQ               3   15491640   15563277    406      58  129118      -1.2659      0.89723
HACL1              3   15602239   15643359    238      78  129118      0.23529      0.40699
BTD                3   15642864   15689147    337      51  129118       1.7055     0.044054
ANKRD28            3   15708743   15901053   1110      64  129118      0.84452      0.19919
GALNT15            3   16216086   16286033    434      69  129118       1.0443      0.14818
DPH3               3   16298568   16306496     47      13  129118       2.2311     0.012838
OXNAD1             3   16306667   16379000    409      44  129118       2.5619    0.0052046
RFTN1              3   16357352   16555222   1103     148  129118     -0.12413      0.54939
DAZL               3   16628299   16647006    134      31  129118      0.20881       0.4173
PLCL2              3   16974582   17132098    799      72  129118      -1.6347      0.94895
TBC1D5             3   17198654   17784240   2672      73  129118      0.09411      0.46251
LOC339862          3   18004064   18310414   1340     105  129118      0.38239      0.35109
SATB1              3   18389133   18480265    433      84  129118       1.1956      0.11593
KCNH8              3   19189946   19577135   1592     136  129118      0.87805      0.18996
EFHB               3   19920964   19977820    353      41  129118      -1.2065      0.88619
RAB5A              3   19988572   20026667    235      48  129118      0.26646      0.39494
PP2D1              3   20021453   20053765    194      39  129118     -0.13105      0.55213
KAT2B              3   20081524   20195896    769      53  129118     -0.94078      0.82659
SGOL1              3   20202085   20227724    156      33  129118     -0.83069      0.79693
ZNF385D            3   21459911   22414132   8047     379  129118      0.72563      0.23403
UBE2E2-AS1         3   23236561   23246268     51      21  129118       1.9041     0.028446
UBE2E2             3   23244498   23632296   2282      56  129118       1.4493     0.073631
UBE2E1             3   23847384   23933131    449      66  129118     -0.87116      0.80817
NKIRAS1            3   23933552   23958537    140      45  129118     -0.84745      0.80163
RPL15              3   23958295   23965187     44      26  129118     -0.27632      0.60885
NR1D2              3   23986751   24022109    191      51  129118     -0.23161      0.59158
THRB               3   24158644   24536772   2341     211  129118     0.085819       0.4658
RARB               3   25215638   25639423   3297     206  129118       1.1447      0.12617
TOP2B              3   25639396   25706396    256      32  129118      0.96165      0.16811
NGLY1              3   25760435   25831530    279      44  129118      0.13083      0.44795
OXSM               3   25831563   25836025     12       7  129118      0.69366      0.24395
LRRC3B             3   26664300   26752267    505      80  129118      0.59931      0.27448
NEK10              3   27257097   27410912    869      58  129118       3.2997   0.00048388
SLC4A7             3   27414212   27525911    682      52  129118        2.181     0.014593
EOMES              3   27757440   27764206     22      14  129118      -1.9556      0.97474
CMC1               3   28282838   28361264    385      61  129118      0.41583      0.33877
AZI2               3   28363844   28390915    112      32  129118      0.33213       0.3699
ZCWPW2             3   28390372   28566633    843      71  129118      0.76812      0.22121
LOC100652807       3   28617222   28617981      1       1  129118      0.78898      0.21506
RBMS3              3   29322351   30051886   4855     262  129118      0.81505      0.20752
TGFBR2             3   30647994   30735634    545      99  129118    -0.092079      0.53668
GADL1              3   30767692   30936153   1197     103  129118     -0.93804      0.82589
STT3B              3   31574130   31677556    403      53  129118    0.0073304      0.49708
OSBPL10            3   31702317   32023342   2056     236  129118      0.49821      0.30917
ZNF860             3   32023266   32033228     83      22  129118    -0.046102      0.51839
GPD1L              3   32148003   32210207    461      43  129118      -0.5174      0.69756
CMTM8              3   32280171   32411817    833     142  129118     -0.68264      0.75258
CMTM7              3   32433163   32496333    393      66  129118       0.3362      0.36836
