GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
CCDC85A            2   56411258   56613309   1309     120  108197      0.97576      0.16459
VRK2               2   58273777   58387055    586      65  108197       1.3901     0.082248
FANCL              2   58386378   58468515    438      71  108197       2.1377      0.01627
BCL11A             2   60678302   60780633    403     109  108197      0.58732       0.2785
PAPOLG             2   60983365   61029221    183      42  108197       0.1375      0.44532
REL                2   61108709   61171410    216      73  108197      0.31403      0.37675
PUS10              2   61167548   61245365    289      62  108197     -0.86414      0.80624
PEX13              2   61244812   61279125    128      51  108197      0.52794      0.29877
KIAA1841           2   61293005   61365169    286      66  108197      -1.5017      0.93341
C2orf74            2   61372221   61391964    127      20  108197      0.15544      0.43824
AHSA2              2   61404553   61415240     49      25  108197      -1.4551      0.92717
USP34              2   61414590   61697868   1443      76  108197     -0.25779      0.60171
XPO1               2   61705069   61765440    253      50  108197     -0.80545      0.78972
FAM161A            2   62051983   62081278    125      31  108197    -0.048335      0.51928
CCT4               2   62095262   62115806    108      27  108197      0.46084      0.32246
COMMD1             2   62115904   62363205   1110      63  108197      0.75465      0.22523
B3GNT2             2   62423262   62451866    138      56  108197       1.1812      0.11877
TMEM17             2   62727356   62733604     39      10  108197      0.31234      0.37739
EHBP1              2   62900986   63273622   1201     124  108197      0.66727       0.2523
OTX1               2   63277192   63284966     21      13  108197       0.9999      0.15868
WDPCP              2   63348518   63815867   2121      70  108197     0.055215      0.47798
MDH1               2   63815743   63834331     70      21  108197     -0.83665      0.79861
UGP2               2   64068084   64118696    232      66  108197      0.78854      0.21519
VPS54              2   64119280   64246526    733      73  108197      0.72236      0.23504
PELI1              2   64319786   64371605    233      47  108197     -0.20483      0.58115
LGALSL             2   64681327   64688517     36      24  108197     -0.06258      0.52495
LOC101927402       2   64749323   64751744     13       9  108197       1.1749      0.12003
AFTPH              2   64751439   64820139    352      39  108197      0.19355      0.42326
SERTAD2            2   64858755   64978048    527      65  108197      0.47896      0.31598
SLC1A4             2   65215579   65250999    186      64  108197         2.38    0.0086572
CEP68              2   65283495   65314142    178      46  108197       1.6206     0.052555
RAB1A              2   65313988   65357435    239      48  108197       1.9719     0.024312
ACTR2              2   65454829   65498387    260      38  108197      -0.4259      0.66491
SPRED2             2   65534580   65659733    642      58  108197       0.8926      0.18604
MEIS1              2   66662257   66799891    626     104  108197       1.5595     0.059435
ETAA1              2   67624442   67637540     68      19  108197       1.3434     0.089571
C1D                2   68269332   68290159     73      30  108197     -0.79439      0.78652
WDR92              2   68357281   68384692    128      36  108197      0.89556      0.18524
PNO1               2   68385005   68403091    100      27  108197      0.75308       0.2257
PPP3R1             2   68405979   68483392    388      50  108197       1.3344     0.091032
CNRIP1             2   68511303   68547183    180      56  108197     0.020731      0.49173
PLEK               2   68592322   68624585    257      28  108197     -0.23111      0.59139
FBXO48             2   68689498   68694448     15       6  108197      0.64469      0.25956
APLF               2   68694691   68839361    834      38  108197     -0.81247      0.79174
PROKR1             2   68870712   68883244     81      35  108197      -1.5625      0.94091
ARHGAP25           2   68961913   69053965    642      81  108197      -1.1623      0.87744
BMP10              2   69092613   69098649     36      20  108197      0.22154      0.41234
GKN2               2   69172364   69180102     52      15  108197    -0.045042      0.51796
GKN1               2   69201705   69208112     52      14  108197       1.6588     0.048582
ANTXR1             2   69240276   69476459   1416     141  108197      0.19598      0.42231
GFPT1              2   69546901   69614386    332      35  108197     -0.25438       0.6004
NFU1               2   69623245   69664760    199      32  108197      0.35755      0.36034
AAK1               2   69685127   69901566   1084      73  108197       1.0473      0.14747
ANXA4              2   69947946   70053596    534      44  108197       1.3602     0.086884
GMCL1              2   70056818   70106727    177      38  108197      0.91939      0.17895
SNRNP27            2   70121075   70132368     38      16  108197      0.70911      0.23913
MXD1               2   70142173   70170077    118      26  108197    -0.077187      0.53076
ASPRV1             2   70187221   70189397     15       9  108197        1.661     0.048352
PCBP1              2   70313972   70316335     13       9  108197     -0.95059      0.82909
C2orf42            2   70377017   70418151    204      50  108197     -0.17436      0.56921
TIA1               2   70436576   70475886    182      37  108197      0.52966      0.29817
PCYOX1             2   70485231   70508317    103      23  108197      0.41723      0.33825
SNRPG              2   70508510   70520869     49      18  108197     0.087157      0.46527
FAM136A            2   70523108   70529293     28      10  108197       1.0683      0.14269
TGFA               2   70674412   70781147    606      74  108197      -1.0257      0.84749
ADD2               2   70888334   70995375    604      49  108197       1.2944     0.097768
FIGLA              2   71004442   71017775     88      17  108197      0.59445       0.2761
CLEC4F             2   71035775   71047732     72      28  108197      0.99912      0.15887
CD207              2   71057343   71062953     47      15  108197       1.7201     0.042709
VAX2               2   71127720   71160576    167      45  108197      0.22459      0.41115
ATP6V1B1           2   71162998   71192561    190      56  108197      0.77965       0.2178
ANKRD53            2   71205172   71212629     54      20  108197     -0.55178      0.70945
TEX261             2   71213068   71222001     53      16  108197     -0.38066      0.64827
NAGK               2   71295408   71305998     58      21  108197      0.15871      0.43695
MCEE               2   71336806   71357394    116      18  108197      0.36387      0.35798
MPHOSPH10          2   71357444   71377232    159      25  108197       1.3528     0.088057
PAIP2B             2   71409868   71454233    245      44  108197      -2.0987      0.98208
ZNF638             2   71503729   71662191    845      57  108197       -1.269      0.89777
DYSF               2   71680347   71913895   1510     176  108197    -0.090442      0.53603
CYP26B1            2   72356367   72374991     82      38  108197      0.30312       0.3809
EXOC6B             2   72403113   73053177   2027      82  108197      -1.1053      0.86548
SPR                2   73114512   73119289     11       8  108197      0.12864      0.44882
EMX1               2   73144604   73162020     57      31  108197      0.44739       0.3273
SFXN5              2   73169165   73298965    551      75  108197     -0.35702      0.63946
RAB11FIP5          2   73300510   73340146    158      32  108197      -1.5561      0.94015
NOTO               2   73429386   73438340     37      10  108197       1.4094     0.079361
SMYD5              2   73441366   73454355     56      26  108197       0.7274      0.23349
PRADC1             2   73455134   73460356     24      11  108197    -0.069485       0.5277
CCT7               2   73461364   73480150     92      25  108197      0.64547      0.25931
FBXO41             2   73481810   73496758     57      29  108197     0.039647      0.48419
EGR4               2   73518057   73520829     12       8  108197      0.51729      0.30248
ALMS1              2   73612886   73837047   1077      53  108197    0.0026335      0.49895
NAT8               2   73867850   73869537     15       9  108197       0.3331      0.36953
NAT8B              2   73927636   73928467      6       3  108197     -0.45725      0.67625
TPRKB              2   73955744   73964765     33      13  108197     -0.78929      0.78503
DUSP11             2   73989325   74007284     55      30  108197    -0.024882      0.50993
C2orf78            2   74011316   74044274     40      27  108197      -2.1173      0.98288
STAMBP             2   74056043   74100783    245      59  108197      -1.0256      0.84746
ACTG2              2   74120093   74146780    196      32  108197       1.2954     0.097594
DGUOK              2   74153953   74186088    161      32  108197       1.8641     0.031154
TET3               2   74212211   74335303    518      52  108197      0.45071       0.3261
BOLA3              2   74362528   74375039     71      21  108197     -0.15158      0.56024
MOB1A              2   74381394   74406006    105      24  108197      0.27284      0.39249
MTHFD2             2   74425690   74442425     62      25  108197     -0.71538      0.76281
SLC4A5             2   74441997   74570534    524     107  108197     -0.73897      0.77004
DCTN1              2   74588281   74619214    128      40  108197       0.1209      0.45188
C2orf81            2   74641303   74644934     20      10  108197     -0.57626      0.71778
WDR54              2   74648863   74652882     13       9  108197      0.83094        0.203
RTKN               2   74652988   74669060     57      26  108197     -0.42408      0.66425
INO80B             2   74682150   74685087      6       4  108197     -0.90452      0.81714
WBP1               2   74684996   74688018     10       6  108197     -0.75996      0.77636
MOGS               2   74688184   74692537     15      10  108197     -0.28798      0.61332
MRPL53             2   74699085   74699942      7       5  108197       -1.134      0.87159
CCDC142            2   74699959   74710357     38      22  108197      -1.2983      0.90291
TTC31              2   74710200   74721691     41      25  108197     -0.67255      0.74938
LBX2               2   74724644   74730443     26      13  108197      0.21231      0.41593
PCGF1              2   74732170   74735707     15      10  108197      -1.2406      0.89263
TLX2               2   74740686   74744275      6       4  108197      0.83726      0.20122
DQX1               2   74745258   74753408     28      21  108197      -0.3071      0.62062
AUP1               2   74753775   74757019     10       6  108197     -0.41925      0.66248
HTRA2              2   74756532   74760683     16      11  108197      -1.6011      0.94532
LOXL3              2   74759946   74781088     70      25  108197     -0.16075      0.56385
DOK1               2   74776147   74784678     32      15  108197      0.56351      0.28654
M1AP               2   74785010   74875994    326      57  108197      0.53976      0.29468
SEMA4F             2   74881355   74910981    127      41  108197     -0.50333      0.69263
HK2                2   75059782   75120481    355      63  108197     -0.80753      0.79032
POLE4              2   75185775   75196859     58      25  108197      0.68805      0.24571
TACR1              2   75273590   75426645    800     111  108197       1.0839      0.13921
EVA1A              2   75719444   75796848    431      60  108197       -1.102      0.86476
MRPL19             2   75873909   75889334     86      21  108197      0.42777      0.33441
GCFC2              2   75889831   75938482    277      43  108197      0.13063      0.44803
LRRTM4             2   76974849   77749502   5466     201  108197       0.8202      0.20605
REG3G              2   79252812   79255630     33      13  108197      0.68441      0.24686
REG1B              2   79312149   79315150     35      17  108197     -0.89219      0.81385
REG1A              2   79347584   79350545     21      11  108197      -0.9234       0.8221
REG3A              2   79384132   79386880     16      11  108197      0.58239      0.28015
CTNNA2             2   79740060   80875993   6726     356  108197      0.10587      0.45784
LRRTM1             2   80515481   80531718     59      25  108197       0.5071      0.30604
SUCLG1             2   84650647   84686586    169      31  108197      0.80207      0.21126
DNAH6              2   84743579   85046713   1374      54  108197       1.0537      0.14602
TRABD2A            2   85048774   85108369    297      36  108197        1.295     0.097666
TMSB10             2   85132763   85133799      3       2  108197     -0.67248      0.74936
KCMF1              2   85198231   85286595    312      50  108197      -1.0306      0.84864
TCF7L1             2   85360583   85537511    970     108  108197      0.96211        0.168
TGOLN2             2   85545141   85555419     58      12  108197     -0.38257      0.64898
RETSAT             2   85569078   85581821     62      30  108197      -1.3525       0.9119
ELMOD3             2   85581843   85618875    170      50  108197     -0.79206      0.78584
CAPG               2   85621871   85641197    126      29  108197      0.48123      0.31518
SH2D6              2   85660108   85664180     14       8  108197      0.12428      0.45055
MAT2A              2   85766101   85772403     22      15  108197       1.1096      0.13358
GGCX               2   85771978   85788657     80      26  108197       1.6926     0.045265
VAMP8              2   85804614   85809156     19       7  108197       2.3819    0.0086118
VAMP5              2   85811531   85820511     37      14  108197        2.071     0.019178
RNF181             2   85822391   85824831      8       3  108197      0.74295      0.22875
TMEM150A           2   85825670   85829822      8       4  108197       1.0155      0.15494
USP39              2   85829965   85876407    185      72  108197      0.31366      0.37689
C2orf68            2   85832376   85839179     21      15  108197       0.1444      0.44259
SFTPB              2   85884440   85895864     43      25  108197      0.55898      0.28809
GNLY               2   85921414   85925967     40       9  108197      0.25131      0.40079
ATOH8              2   85980909   86018506    207      47  108197     -0.25891      0.60215
ST3GAL5            2   86066271   86116157    247      38  108197       2.3015     0.010683
POLR1A             2   86253451   86333278    460      53  108197       1.9471     0.025759
PTCD3              2   86333305   86369280    213      45  108197       2.3931    0.0083533
IMMT               2   86371055   86423264    297      35  108197     -0.19419      0.57699
MRPL35             2   86426478   86440913     64      16  108197      0.55921      0.28801
REEP1              2   86441116   86565206    757      46  108197       1.1448      0.12615
KDM3A              2   86668271   86719839    232      57  108197    -0.029939      0.51194
CHMP3              2   86730553   86790620    284      47  108197      -0.2728       0.6075
RNF103-CHMP3       2   86730553   86948245    872      81  108197     -0.22529      0.58912
RNF103             2   86830516   86851000     84      23  108197       -0.888      0.81273
RMND5A             2   86947414   87005164    156      39  108197    -0.078563      0.53131
CD8A               2   87011728   87035519    107      17  108197       0.6603      0.25453
CD8B               2   87042460   87089047    197      45  108197     -0.63584      0.73756
RGPD1              2   87140890   87241099     34      20  108197      0.40727      0.34191
LOC730268          2   88000493   88047239     47      23  108197       1.1484      0.12541
PLGLB2             2   88047606   88058995      3       2  108197      0.45597      0.32421
RGPD2              2   88056717   88125331      5       3  108197      0.68559      0.24649
KRCC1              2   88326724   88355315    111      30  108197     -0.81311      0.79192
SMYD1              2   88367299   88412906    314      50  108197       1.7134     0.043319
FABP1              2   88422501   88427650     21      13  108197       1.1835      0.11831
THNSL2             2   88469814   88486156     71      26  108197      0.54623      0.29245
FOXI3              2   88747726   88752053     13       9  108197    -0.047906       0.5191
TEX37              2   88824115   88829196     32      15  108197       0.3026       0.3811
EIF2AK3            2   88856259   88927094    180      56  108197       1.0224       0.1533
RPIA               2   88991176   89050452    221      26  108197     -0.10227      0.54073
LOC101060017       2   90412911   90414534      4       2  108197      0.84577      0.19884
TEKT4              2   95537188   95542568     36      19  108197      0.29766      0.38298
MAL                2   95691400   95719737     82      47  108197       1.2433      0.10688
MRPS5              2   95752952   95787754    106      73  108197       0.3043      0.38045
ZNF514             2   95813400   95825322     27      17  108197     -0.10775       0.5429
ZNF2               2   95831165   95850065     56      30  108197      -0.2416      0.59545
PROM2              2   95939674   95966067    101      49  108197      0.47506      0.31737
KCNIP3             2   95963072   96051825    318      62  108197      0.31579      0.37608
FAHD2A             2   96068439   96082357     45      33  108197    -0.090712      0.53614
TRIM43B            2   96142715   96150479      8       6  108197      0.44635      0.32767
TRIM43             2   96257766   96265471      8       5  108197      0.43696      0.33107
ANKRD36C           2   96516914   96658068    286      76  108197       0.5386      0.29508
GPAT2              2   96687694   96701722     23      16  108197       1.1781      0.11937
ADRA2B             2   96778623   96782281     16       9  108197      0.27724       0.3908
ASTL               2   96789589   96804175     56      26  108197      0.95938      0.16868
DUSP2              2   96808908   96811206      8       5  108197       2.0854     0.018515
STARD7             2   96850597   96874573     78      33  108197      0.62097      0.26731
TMEM127            2   96915946   96931751     48      31  108197       1.2407      0.10735
CIAO1              2   96931884   96939917     23      15  108197      0.92611       0.1772
SNRNP200           2   96940074   96971307     85      36  108197        1.278      0.10062
ITPRIPL1           2   96991062   96994091     14       9  108197       1.4644     0.071542
NCAPH              2   97001479   97042833    127      53  108197         1.27      0.10205
NEURL3             2   97163383   97173846     37      21  108197       1.6871     0.045787
ARID5A             2   97202464   97218375     56      30  108197       2.1701     0.014998
KANSL3             2   97258892   97304116    136      69  108197       2.6454    0.0040798
FER1L5             2   97308574   97370624    223      86  108197       2.3599    0.0091408
LMAN2L             2   97371666   97405813    110      35  108197       1.1453      0.12605
CNNM4              2   97426639   97477628    212      55  108197      0.56377      0.28645
CNNM3              2   97480950   97501121     81      26  108197      0.78785      0.21539
ANKRD23            2   97488599   97509758     77      22  108197      0.36338      0.35816
ANKRD39            2   97513722   97523756     37      17  108197      0.35679      0.36062
SEMA4C             2   97525473   97536680     36      21  108197      0.33802      0.36767
FAM178B            2   97541619   97652337    567      70  108197       1.4508     0.073416
FAHD2B             2   97749320   97760603     39      23  108197      0.82165      0.20564
ANKRD36            2   97778923   97930258    318      47  108197        1.635      0.05102
ANKRD36B           2   98109009   98206708    168      28  108197      0.75339      0.22561
COX5B              2   98262521   98264657      8       5  108197      0.69226      0.24439
ACTR1B             2   98272402   98280561     41      20  108197      0.53512      0.29628
ZAP70              2   98330031   98356990    152      49  108197      0.30765      0.37917
TMEM131            2   98372799   98612389   1057      56  108197      0.32156      0.37389
VWA3B              2   98703595   98929410   1131      87  108197      0.57227      0.28357
CNGA3              2   98962618   99015064    314      73  108197       1.6565     0.048807
INPP4A             2   99061321   99207496    667      57  108197    -0.080104      0.53192
COA5               2   99215786   99224981     44      11  108197      0.15697      0.43764
UNC50              2   99225032   99234978     47      20  108197     0.054736      0.47817
MGAT4A             2   99235569   99347589    520      62  108197     -0.31515      0.62368
KIAA1211L          2   99410309   99552684    702      64  108197      0.14763      0.44132
TSGA10             2   99613724   99771187    710      45  108197      0.61578      0.26902
C2orf15            2   99758185   99767950     42      13  108197       1.2819     0.099939
LIPT1              2   99771418   99779620     50      16  108197       1.1351      0.12816
MITD1              2   99785726   99797524     39      13  108197     0.094465      0.46237
MRPL30             2   99797542   99816020     85      23  108197     -0.54888      0.70846
LYG2               2   99858709   99871570     58      30  108197     -0.39728      0.65442
LYG1               2   99900701   99921205     65      22  108197      0.55349      0.28996
TXNDC9             2   99935487   99957155     91      26  108197      0.92654      0.17708
EIF5B              2   99953821  100016728    271      41  108197      0.40903      0.34126
REV1               2  100016938  100106480    373      40  108197      0.32818      0.37139
AFF3               2  100162326  100759037   2680     145  108197     0.035003      0.48604
LONRF2             2  100889753  100939195    333      35  108197      -1.2749      0.89883
CHST10             2  101008322  101034130    182      36  108197      0.24246      0.40421
NMS                2  101086944  101099742     88      14  108197      0.11652      0.45362
PDCL3              2  101179418  101193201     82      26  108197        1.094      0.13698
NPAS2              2  101436613  101613289   1021     138  108197     -0.34035      0.63321
RPL31              2  101618691  101636155     79      26  108197      -1.7277      0.95798
TBC1D8             2  101623690  101767858    856      70  108197      -1.6931      0.95478
CNOT11             2  101869345  101886778     68      34  108197     -0.13427      0.55341
RNF149             2  101887681  101925178    160      56  108197     -0.66192      0.74599
CREG2              2  101964816  102003965    240      45  108197     -0.61988      0.73233
RFX8               2  102013823  102091165    560      55  108197      0.56979      0.28441
MAP4K4             2  102314165  102511152    891      81  108197       1.1773      0.11954
IL1R2              2  102608306  102644885    268      37  108197       1.3561     0.087526
IL1R1              2  102686836  102796334    725      85  108197        1.939     0.026253
IL1RL2             2  102803433  102856462    386      36  108197       1.2644      0.10305
IL1RL1             2  102927962  102968497    271      31  108197       1.7077     0.043847
IL18R1             2  102979093  103015230    215      36  108197      0.40596      0.34239
IL18RAP            2  103035254  103069025    227      36  108197      0.83029      0.20319
SLC9A4             2  103089173  103150433    443      38  108197      0.18047      0.42839
SLC9A2             2  103236166  103327809    461      83  108197      0.71354      0.23776
MFSD9              2  103331089  103353341     82      26  108197      0.99681      0.15943
TMEM182            2  103378490  103450948    337      43  108197       1.5847     0.056514
MRPS9              2  105654483  105716418    362      22  108197      -1.9716      0.97567
GPR45              2  105839595  105860085    135      28  108197       0.5037      0.30724
TGFBRAP1           2  105865861  105946148    475      78  108197      0.93831      0.17404
C2orf49            2  105953714  105976514    112      32  108197       0.3387      0.36742
FHL2               2  105977272  106055230    467     103  108197      0.22433      0.41125
NCK2               2  106361520  106510730   1058      78  108197       1.9793     0.023889
C2orf40            2  106682113  106694611    112      26  108197       1.4422     0.074628
UXS1               2  106709759  106810795    564      60  108197        2.231     0.012842
LOC402096          2  106961022  106991482    173      54  108197      0.94864       0.1714
RGPD3              2  107021136  107084801     54      27  108197        1.696     0.044947
ST6GAL2            2  107418056  107503563    516      43  108197    -0.097293      0.53875
RGPD4              2  108443388  108509000    105      19  108197     -0.44847      0.67309
SLC5A7             2  108602979  108630663    132      54  108197     -0.99642      0.84048
SULT1C3            2  108863651  108881807    111      32  108197     -0.17289      0.56863
SULT1C2            2  108905095  108926371    131      37  108197     -0.17857      0.57086
SULT1C4            2  108994413  109004296     54      19  108197      0.17627      0.43004
GCC2               2  109065577  109125854    364      48  108197      -0.5045      0.69304
LIMS1              2  109150811  109303702    774      45  108197     -0.97805      0.83598
RANBP2             2  109335902  109402267    237      53  108197     -0.80453      0.78946
CCDC138            2  109403208  109493047    404      57  108197     0.024507      0.49022
EDAR               2  109510927  109605828    614      71  108197       1.3129     0.094613
SEPT10             2  110300372  110371783    366      53  108197       1.6522     0.049246
SOWAHC             2  110371911  110376564     14       5  108197      0.73671      0.23065
MALL               2  110841447  110874143     88      33  108197      0.56704      0.28534
NPHP1              2  110880913  110962639    335      36  108197     -0.30479      0.61974
BUB1               2  111395275  111435684    118      46  108197       -1.239      0.89232
ACOXL              2  111490150  111875799   2051     133  108197      0.70863      0.23928
BCL2L11            2  111878491  111926022    207      55  108197     -0.42819      0.66574
LOC101927260       2  112003803  112006256     15       9  108197       -0.128      0.55093
ANAPC1             2  112525214  112641765    355      36  108197       1.2084      0.11344
MERTK              2  112656056  112797293    798      42  108197      0.65334      0.25677
TMEM87B            2  112812800  112876895    292      53  108197      0.91371      0.18043
FBLN7              2  112895962  112945793    237      63  108197      0.55238      0.29034
ZC3H8              2  112973439  113012664    114      41  108197      0.35215      0.36236
ZC3H6              2  113033178  113097640    232      40  108197       0.7024      0.24121
RGPD8              2  113125946  113191222     18      13  108197     -0.74285      0.77121
TTL                2  113239743  113290223    210      49  108197     0.082755      0.46702
POLR1B             2  113298676  113334727    218      44  108197     0.050729      0.47977
CHCHD5             2  113342023  113346617     24      11  108197      0.42414      0.33573
SLC20A1            2  113403434  113421402     72      26  108197         1.07       0.1423
CKAP2L             2  113495444  113522254     99      30  108197      0.83172      0.20278
IL1A               2  113531492  113542971     48      12  108197       2.7087    0.0033774
IL1B               2  113587337  113594356     33      16  108197       2.7804    0.0027145
IL37               2  113670548  113676459     57       7  108197      0.86064      0.19472
IL36G              2  113735596  113743249     26      15  108197       2.2174     0.013298
IL36A              2  113763038  113766221     11       6  108197       1.0371      0.14985
IL36B              2  113779668  113810444    192      42  108197       2.1448     0.015985
IL36RN             2  113816215  113822321     63       7  108197      0.47411      0.31771
IL1F10             2  113825547  113833427     78      22  108197       2.1267     0.016724
IL1RN              2  113868693  113891593    166      23  108197        1.348     0.088832
PSD4               2  113914976  113960677    270      63  108197       5.0381   2.3505e-07
PAX8               2  113973574  114036527    340      41  108197       5.4948   1.9555e-08
CBWD2              2  114195268  114253781     38      20  108197    -0.035132      0.51401
FOXD4L1            2  114256661  114258727      2       1  108197      0.19675      0.42201
RABL2A             2  114384814  114400975     50      21  108197       1.2714      0.10179
SLC35F5            2  114471354  114514400    229      38  108197      0.47841      0.31618
ACTR3              2  114647511  114719131    413      40  108197      0.48729      0.31303
DPP10              2  115199899  116603328   6883     282  108197      0.76682      0.22159
DDX18              2  118572255  118589953    107      38  108197      0.63924      0.26133
CCDC93             2  118673054  118771739    580      46  108197     -0.20267       0.5803
INSIG2             2  118846033  118867604     86      38  108197       1.2504      0.10558
EN1                2  119599747  119605759     28      19  108197     -0.51732      0.69753
MARCO              2  119699745  119752236    357      52  108197      0.49004      0.31205
C1QL2              2  119913819  119916471     13       4  108197       2.2805      0.01129
STEAP3             2  119981384  120023228    275      47  108197       0.8984      0.18448
C2orf76            2  120059793  120124451    396      58  108197      0.59766      0.27503
DBI                2  120124504  120130122     44      15  108197     -0.19299      0.57652
TMEM37             2  120187501  120196096     66      20  108197     -0.51914      0.69817
SCTR               2  120197419  120282028    567      71  108197     -0.44095      0.67037
CFAP221            2  120302008  120414237    413      73  108197      0.41756      0.33814
TMEM177            2  120436743  120439694     15       7  108197     -0.80731      0.79026
LOC101927764       2  120480782  120517323    177      45  108197     -0.23184      0.59167
PTPN4              2  120517207  120742496    975      61  108197       1.0499      0.14689
EPB41L5            2  120770604  120936697    734      60  108197       0.9665       0.1669
TMEM185B           2  120975047  120980984     34      16  108197      0.94551       0.1722
RALB               2  120997646  121052287    258      24  108197       1.2195      0.11133
INHBB              2  121103719  121109383     18      12  108197      0.63807      0.26171
GLI2               2  121493441  121750229   1541     162  108197       0.1369      0.44556
TFCP2L1            2  121974163  122042778    360      66  108197     -0.50814      0.69432
CLASP1             2  122095352  122407052   1513      48  108197     -0.33629      0.63167
NIFK               2  122484521  122494503     60      18  108197     -0.40855      0.65856
TSN                2  122513121  122525429     45      20  108197     -0.72901        0.767
CNTNAP5            2  124782864  125672954   5002     248  108197       2.8339     0.002299
GYPC               2  127413426  127454251    300      66  108197       0.1447      0.44247
BIN1               2  127805599  127864903    428      67  108197     0.093559      0.46273
CYP27C1            2  127941412  127977654    200      43  108197       1.0807      0.13991
ERCC3              2  128014866  128051752    173      54  108197       2.2123     0.013472
MAP3K2             2  128056245  128100805    185      49  108197       1.7229     0.042455
LOC100506922       2  128135704  128146987     65      16  108197       1.2977     0.097189
PROC               2  128175996  128186822     52      16  108197       1.5103     0.065478
IWS1               2  128238383  128284462    238      45  108197       1.3924     0.081903
MYO7B              2  128293378  128395303    568      76  108197       1.8951     0.029037
LIMS2              2  128395996  128439360    298      64  108197      0.32745      0.37167
GPR17              2  128403439  128410213     57      26  108197      0.86763       0.1928
SFT2D3             2  128458597  128461407     17       9  108197       1.0824      0.13954
WDR33              2  128461808  128568761    494      61  108197     -0.16387      0.56508
POLR2D             2  128603840  128615729     69      21  108197      -1.4932      0.93231
AMMECR1L           2  128619204  128643635    104      33  108197    -0.048407       0.5193
SAP130             2  128698791  128785667    393      53  108197      -0.5039      0.69284
UGGT1              2  128848754  128953251    526      52  108197      0.51025      0.30494
HS6ST1             2  129023054  129076171    371      72  108197      0.69215      0.24442
RAB6C              2  130737235  130740311     13       4  108197        1.016      0.15482
POTEF              2  130831108  130886795     34      20  108197     -0.50334      0.69264
CCDC74B            2  130896856  130902707     29      14  108197     0.010898      0.49565
SMPD4              2  130908965  130940323    120      28  108197      0.28926      0.38619
MZT2B              2  130939248  130962365    150      34  108197      0.71542      0.23718
TUBA3E             2  130949318  130956034     42      13  108197      0.90248       0.1834
CCDC115            2  131095814  131100383     21      16  108197     0.011127      0.49556
IMP4               2  131100470  131104197     15       9  108197     0.063476      0.47469
PTPN18             2  131113580  131132982     85      21  108197      0.65955      0.25477
POTEI              2  131220234  131266808     15       6  108197      0.41707      0.33831
CFC1B              2  131278667  131285565      2       1  108197     -0.15926      0.56327
CFC1               2  131349738  131357148      7       2  108197      0.35866      0.35993
POTEJ              2  131369106  131415610     38      12  108197        1.544      0.06129
GPR148             2  131486643  131487909      6       3  108197      -1.1133      0.86721
AMER3              2  131513077  131525707     57      23  108197       -1.418      0.92191
ARHGEF4            2  131594489  131804826   1083     122  108197      -1.1712      0.87924
FAM168B            2  131805449  131851033    153      43  108197      0.76371      0.22252
PLEKHB2            2  131862420  131907425    175      57  108197     -0.69946      0.75787
POTEE              2  131975924  132022944     52       8  108197     -0.11751      0.54677
WTH3DI             2  132118065  132121731     14       9  108197     -0.61484      0.73067
MZT2A              2  132227298  132250312    182      23  108197      -1.0109      0.84398
TUBA3D             2  132233580  132240507     36       6  108197    -0.043635       0.5174
CCDC74A            2  132285248  132291239     32      16  108197     -0.70857       0.7607
C2orf27A           2  132479973  132524977    165      26  108197     -0.92683      0.82299
C2orf27B           2  132552534  132559234     14       7  108197      -1.2642      0.89693
LOC101060825       2  132795056  132796320     18       8  108197       1.5123     0.065233
ZNF806             2  133064717  133076320     23       9  108197      0.62183      0.26703
GPR39              2  133174147  133404169   1364     138  108197     -0.23969      0.59472
LYPD1              2  133402337  133429070    163      30  108197     -0.14089      0.55602
NCKAP5             2  133429361  134399118   5316     304  108197     -0.35441      0.63848
MGAT5              2  134877502  135212192   1903     158  108197    -0.058904      0.52349
TMEM163            2  135213330  135478219   1341     105  108197       2.1291     0.016625
ACMSD              2  135595994  135659604    282      34  108197        1.776     0.037863
CCNT2              2  135676363  135716915    149      27  108197       1.6589     0.048573
MAP3K19            2  135722076  135782301    253      45  108197       1.2036      0.11437
RAB3GAP1           2  135809835  135928280    366      45  108197     -0.20188         0.58
ZRANB3             2  135954539  136288806   1039      42  108197     -0.46776      0.68002
R3HDM1             2  136289036  136482839    514      48  108197       0.3831      0.35082
UBXN4              2  136499189  136542633    148      26  108197      0.88088      0.18919
LCT                2  136545415  136594750    186      33  108197      0.32166      0.37386
MCM6               2  136597196  136634047    125      37  108197     -0.35963      0.64044
DARS               2  136664252  136743254    251      39  108197      0.20242      0.41979
CXCR4              2  136871919  136875725     19      13  108197      0.13298      0.44711
THSD7B             2  137639718  138435287   4588     171  108197      0.48187      0.31495
HNMT               2  138721808  138773934    191      32  108197     0.065645      0.47383
SPOPL              2  139259350  139330805    279      51  108197      0.49517      0.31024
NXPH2              2  139426727  139537811    618      98  108197      0.17747      0.42957
LRP1B              2  140988996  142889270  12411     400  108197       1.0532      0.14612
KYNU               2  143506497  143799885   1516      99  108197     -0.44075       0.6703
ARHGAP15           2  143886899  144525921   2795     203  108197      0.36711      0.35677
GTDC1              2  144702502  145112578   1494     109  108197      0.59374      0.27634
ZEB2               2  145141942  145277958    468     128  108197       1.8329     0.033409
ACVR2A             2  148602086  148688396    342      47  108197     0.071629      0.47145
