GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
C5orf24            5  134181370  134195425     48      24  107853       1.4423     0.074615
TXNDC15            5  134209427  134237323     90      37  107853       0.7661      0.22181
PCBD2              5  134240810  134298336    238      66  107853      0.76639      0.22172
CATSPER3           5  134303596  134347397    202      59  107853      0.47914      0.31592
PITX1              5  134363424  134369964     36      10  107853      -1.0073       0.8431
C5orf66            5  134368970  134680370   1774     182  107853     -0.17446      0.56925
H2AFY              5  134670071  134735645    236      59  107853      -1.1978       0.8845
DCANP1             5  134779904  134783038     32      13  107853       0.3173      0.37551
TIFAB              5  134784558  134788089     19      10  107853      0.40634      0.34225
NEUROG1            5  134869972  134871639      5       3  107853      -1.6164        0.947
CXCL14             5  134906369  134914969     37      21  107853      0.09109      0.46371
SLC25A48           5  135170365  135224326    388      59  107853       1.6904     0.045473
IL9                5  135227935  135231516     19      10  107853     -0.31591      0.62396
FBXL21             5  135266006  135277367     62      24  107853      0.92705      0.17695
LECT2              5  135282600  135290723     56      20  107853       1.3354     0.090875
TGFBI              5  135364584  135399507    181      36  107853      0.95934      0.16869
SMAD5              5  135468536  135518422    236      27  107853       1.3645     0.086203
TRPC7              5  135548458  135701164    723      76  107853      0.15484      0.43847
SPOCK1             5  136310987  136835018   2786     170  107853     -0.21078      0.58347
KLHL3              5  136953189  137150310    793      84  107853      0.45128       0.3259
HNRNPA0            5  137087073  137090039     15      11  107853       0.8417      0.19998
MYOT               5  137203536  137223540     80      23  107853      -0.1859      0.57374
PKD2L2             5  137225125  137276156    230      60  107853      0.45289      0.32531
FAM13B             5  137273638  137387650    509      46  107853      0.80174      0.21135
WNT8A              5  137419581  137428337     42      20  107853       1.2079      0.11355
NME5               5  137450861  137475132    109      33  107853     0.092471      0.46316
BRD8               5  137475455  137514358    174      44  107853      -0.2209      0.58741
KIF20A             5  137514408  137523404     36      21  107853      0.14058       0.4441
CDC23              5  137523337  137549032    109      30  107853      0.35727      0.36044
GFRA3              5  137588069  137610544    102      46  107853      -1.0317       0.8489
CDC25C             5  137620959  137674064    231      49  107853     -0.24845      0.59811
FAM53C             5  137673224  137685418     47      21  107853      -1.1725      0.87951
KDM3B              5  137688285  137772716    389      63  107853      0.30236      0.38119
REEP2              5  137774690  137782658     42      16  107853      0.10637      0.45765
EGR1               5  137801181  137805004      8       5  107853      -0.4742      0.68232
ETF1               5  137841782  137878989    177      61  107853     -0.61305      0.73008
HSPA9              5  137890571  137911318     93      34  107853     -0.92367      0.82217
CTNNA1             5  138089075  138270723    920      50  107853      -1.1498      0.87488
LRRTM2             5  138205079  138211057     22      13  107853      -2.1426      0.98393
SIL1               5  138282409  138534065    924      77  107853    -0.099205      0.53951
MATR3              5  138609441  138667366    186      68  107853       1.2522      0.10524
PAIP2              5  138677519  138705409     98      53  107853        0.524      0.30014
SLC23A1            5  138702885  138720632     81      42  107853       1.4338     0.075812
MZB1               5  138723257  138725605      8       6  107853       1.5904     0.055872
PROB1              5  138727635  138730885     13       9  107853      0.86044      0.19477
SPATA24            5  138731514  138739820     21       8  107853       1.9168     0.027634
DNAJC18            5  138745892  138780171     97      32  107853       1.5662     0.058648
TMEM173            5  138855113  138862343     31      16  107853     -0.22507      0.58904
UBE2D2             5  138940751  139008019    289      46  107853       1.8512     0.032071
CXXC5              5  139028301  139063467    148      44  107853       1.6943     0.045106
PSD2               5  139175406  139224051    227      54  107853      0.15504      0.43839
NRG2               5  139226364  139422884    860     112  107853      0.57314      0.28328
PURA               5  139493708  139499001     12       8  107853        1.885     0.029716
IGIP               5  139505521  139508391      6       4  107853     -0.25383      0.60019
CYSTM1             5  139554653  139623374    292      35  107853     0.029532      0.48822
PFDN1              5  139624635  139682689    249      48  107853    -0.044445      0.51773
HBEGF              5  139712428  139726188     57      22  107853       1.5319     0.062775
SLC4A9             5  139739787  139754722     54      28  107853     -0.95103      0.82921
ANKHD1             5  139781399  139919441    440      62  107853     -0.53365      0.70321
ANKHD1-EIF4EBP3    5  139781399  139929163    475      65  107853     -0.55793      0.71156
EIF4EBP3           5  139927251  139929163      7       5  107853      0.14446      0.44257
SRA1               5  139929652  139937678     33      19  107853      0.21175      0.41615
APBB3              5  139937853  139944189     34      16  107853      0.50819      0.30566
SLC35A4            5  139944420  139948683     15       9  107853     -0.43057      0.66661
CD14               5  140011313  140013286      6       3  107853      0.35154      0.36259
TMCO6              5  140019012  140024989     32      12  107853       -1.441      0.92521
NDUFA2             5  140024948  140027370     15       7  107853     -0.94036      0.82648
IK                 5  140027384  140042065     58      18  107853      -3.7976      0.99993
WDR55              5  140044384  140051930     38      17  107853     -0.39441      0.65336
DND1               5  140050381  140053171     10       7  107853       1.4233     0.077318
HARS               5  140053490  140071681     81      24  107853     -0.51309      0.69606
HARS2              5  140071011  140078903     31      13  107853     -0.78835      0.78475
ZMAT2              5  140078265  140086248     32      12  107853      -1.1826      0.88151
PCDHA1             5  140165876  140391929   1189      72  107853      0.15852      0.43702
PCDHA2             5  140174444  140391929   1144      72  107853       0.2443       0.4035
PCDHA3             5  140180783  140391929   1100      73  107853      0.28145      0.38918
PCDHA4             5  140186672  140391929   1058      72  107853      0.24071      0.40489
PCDHA5             5  140201361  140391929    981      74  107853       0.3053      0.38007
PCDHA6             5  140207650  140391929    958      68  107853      0.38148      0.35142
PCDHA7             5  140213969  140391929    921      71  107853      0.48466      0.31396
PCDHA8             5  140220907  140391929    892      72  107853      0.54329      0.29347
PCDHA9             5  140227357  140391929    868      72  107853        0.433      0.33251
PCDHA10            5  140235634  140391929    826      72  107853      0.48437      0.31406
PCDHA11            5  140247149  140391932    740      66  107853      0.42383      0.33585
PCDHA12            5  140254931  140391929    701      70  107853      0.49746      0.30943
PCDHA13            5  140261854  140391929    665      73  107853      0.60327      0.27317
PCDHAC1            5  140306302  140391929    418      72  107853      0.80184      0.21132
PCDHAC2            5  140345747  140391929    166      64  107853       1.4566     0.072618
PCDHB1             5  140430979  140433512      8       6  107853     0.014287       0.4943
PCDHB2             5  140474195  140476964     13       6  107853      0.59379      0.27633
PCDHB3             5  140480234  140483406     17       9  107853     0.099538      0.46036
PCDHB4             5  140501581  140505201     21      12  107853      0.45998      0.32276
PCDHB5             5  140514800  140517704     18      12  107853      0.94275       0.1729
PCDHB6             5  140529839  140532868     27      16  107853      0.97584      0.16457
PCDHB7             5  140552243  140555957     25      12  107853       1.2375      0.10796
PCDHB8             5  140557371  140560081      9       4  107853      0.52582      0.29951
PCDHB16            5  140560980  140566710     36      13  107853      0.20638      0.41825
PCDHB9             5  140566893  140571111     33      11  107853      0.93711      0.17435
PCDHB10            5  140571952  140575213     19      12  107853      0.54662      0.29232
PCDHB11            5  140578916  140582618     20      13  107853       1.7322      0.04162
PCDHB12            5  140587914  140592143     22      13  107853       1.7676     0.038562
PCDHB13            5  140593509  140596993     26      16  107853       2.5301    0.0057009
PCDHB14            5  140603078  140605860     25      13  107853       1.0066      0.15707
PCDHB15            5  140625147  140627802     17       6  107853       1.0633      0.14383
SLC25A2            5  140682196  140683612      8       3  107853     -0.63557      0.73747
TAF7               5  140698057  140700351      9       5  107853       1.3568     0.087418
PCDHGA1            5  140709388  140892546    974      77  107853     -0.97093      0.83421
PCDHGA2            5  140718354  140892546    941      80  107853      -1.0759      0.85902
PCDHGA3            5  140723601  140892546    911      69  107853     -0.98867      0.83859
PCDHGB1            5  140729828  140892546    884      69  107853     -0.93389      0.82482
PCDHGA4            5  140734768  140892546    854      72  107853      -0.9179      0.82066
PCDHGB2            5  140739409  140892546    832      75  107853     -0.90277      0.81668
PCDHGA5            5  140743729  140892546    820      68  107853     -0.91975      0.82115
PCDHGA6            5  140749811  140892546    789      68  107853     -0.98577      0.83788
PCDHGB3            5  140749962  140892546    789      68  107853     -0.98577      0.83788
PCDHGA7            5  140762467  140892546    714      76  107853       -1.043      0.85152
PCDHGA8            5  140767059  140892546    680      74  107853      -1.2658       0.8972
PCDHGB4            5  140767452  140892546    675      68  107853      -1.2281      0.89029
PCDHGB5            5  140777695  140892546    613      63  107853      -1.2195      0.88867
PCDHGA9            5  140782520  140892546    590      70  107853      -1.2761      0.89903
PCDHGB6            5  140787588  140892546    562      71  107853      -1.3339      0.90888
PCDHGA10           5  140792743  140892546    536      62  107853      -1.2185      0.88848
PCDHGB7            5  140797214  140892548    521      62  107853      -1.2495      0.89427
PCDHGA11           5  140800537  140892546    504      53  107853      -1.0791      0.85974
PCDHGA12           5  140810158  140892546    443      61  107853      -1.0845      0.86094
PCDHGC3            5  140855569  140892546    178      49  107853     -0.57379      0.71695
PCDHGC4            5  140864741  140892546    139      42  107853     -0.43893      0.66964
PCDHGC5            5  140868808  140892546    127      39  107853     -0.47228      0.68164
DIAPH1             5  140894588  140998622    479      73  107853      -1.5467      0.93903
HDAC3              5  141000443  141016423     84      39  107853     -0.17175      0.56818
RELL2              5  141016517  141020918     20      10  107853      0.38187      0.35128
FCHSD1             5  141018869  141030986     73      26  107853      0.47934      0.31585
ARAP3              5  141032968  141061800    159      51  107853      0.88555      0.18793
PCDH1              5  141232655  141258361     97      50  107853      0.67423      0.25008
KIAA0141           5  141303350  141330027    148      28  107853      0.58365      0.27973
PCDH12             5  141323150  141338627     72      30  107853     -0.66429      0.74675
RNF14              5  141346402  141369856    122      26  107853       1.5047     0.066201
GNPDA1             5  141380234  141392620     62      24  107853       1.6754     0.046928
NDFIP1             5  141488324  141534008    280      28  107853     -0.11088      0.54415
SPRY4              5  141689992  141704620     62      29  107853       0.2169      0.41414
FGF1               5  141971743  142077635    679     122  107853     -0.80597      0.78987
ARHGAP26           5  142149881  142608572   2428     190  107853       1.1342      0.12837
NR3C1              5  142657496  143113322   2264     176  107853     -0.66007       0.7454
HMHB1              5  143191726  143200284     47      22  107853       1.0735      0.14152
YIPF5              5  143537723  143550278     74      20  107853     -0.43487      0.66817
KCTD16             5  143550437  143858097   1256      81  107853       1.9623     0.024861
PRELID2            5  145138582  145214899    417      57  107853       1.4584     0.072364
GRXCR2             5  145239204  145299816    301      43  107853     -0.12508      0.54977
SH3RF2             5  145316126  145458680    747      55  107853      -1.1071      0.86587
PLAC8L1            5  145463876  145483946     99      15  107853      0.47033      0.31906
LARS               5  145492589  145562294    418      19  107853     -0.31536      0.62375
RBM27              5  145583113  145668786    335      41  107853      -1.5279      0.93674
POU4F3             5  145718587  145720083      3       2  107853     0.011359      0.49547
TCERG1             5  145826873  145891071    291      31  107853       1.2356       0.1083
GPR151             5  145894417  145895676      7       4  107853       1.6415     0.050345
PPP2R2B            5  145969067  146461083   2368     161  107853     -0.88121       0.8109
STK32A             5  146614526  146767418   1081      87  107853      -1.2363      0.89182
DPYSL3             5  146770371  146889619    516      83  107853      0.69151      0.24462
JAKMIP2            5  146965002  147162411   1041      67  107853     -0.18417      0.57306
SPINK1             5  147204143  147218794     74      32  107853      0.44985      0.32641
SCGB3A2            5  147258274  147261756     45       9  107853     -0.48925      0.68767
C5orf46            5  147269579  147286101    104      28  107853      -1.0081      0.84329
SPINK5             5  147443535  147516925    512      29  107853      0.29254      0.38494
SPINK14            5  147548109  147555182     34      11  107853      0.71864      0.23618
SPINK6             5  147582357  147594700     69      14  107853       1.2584      0.10413
SPINK13            5  147648423  147665773    123      23  107853       1.3256     0.092488
SPINK7             5  147691990  147695482     24       9  107853     -0.48454        0.686
SPINK9             5  147715122  147719412     15       8  107853      -1.0393      0.85067
FBXO38             5  147763498  147822399    235      54  107853      0.22784      0.40988
HTR4               5  147830595  148034090   1034      84  107853       2.5141    0.0059665
ADRB2              5  148206156  148254628    282      69  107853      0.49236      0.31123
SH3TC2             5  148361713  148442737    378      60  107853     0.086235      0.46564
ABLIM3             5  148521054  148640002    634      73  107853     0.022448      0.49105
AFAP1L1            5  148651401  148721368    318      77  107853      0.31794      0.37527
GRPEL2             5  148724364  148734146     37      19  107853       1.1645      0.12212
PCYOX1L            5  148737570  148749221     43      25  107853      0.77173      0.22014
IL17B              5  148753830  148760848     34      16  107853      0.41403      0.33943
CSNK1A1            5  148873896  148931115    229      67  107853     -0.22379      0.58854
ARHGEF37           5  148961064  149014531    348      41  107853      -1.9684      0.97549
PPARGC1B           5  149109815  149234585    762      86  107853       1.8869     0.029585
PDE6A              5  149237519  149324356    502     103  107853      0.27819      0.39043
SLC26A2            5  149340300  149366963    105      38  107853     -0.90079      0.81615
TIGD6              5  149372686  149380730     46      21  107853      0.21286      0.41572
HMGXB3             5  149380169  149432706    322      44  107853      0.11409      0.45458
CSF1R              5  149432854  149492935    379      83  107853      0.53594        0.296
PDGFRB             5  149493402  149535447    255      57  107853      -1.2889      0.90129
CDX1               5  149546344  149564121     74      31  107853     -0.11171      0.54447
SLC6A7             5  149569520  149590635    160      40  107853     -0.33581      0.63149
CAMK2A             5  149599054  149669403    419      89  107853      0.08565      0.46587
ARSI               5  149675909  149682525     40      24  107853      0.10893      0.45663
TCOF1              5  149737202  149779871    215      64  107853     -0.61802      0.73172
CD74               5  149781200  149792543     65      34  107853      0.54637      0.29241
RPS14              5  149822712  149829351     47      11  107853     -0.79401       0.7864
NDST1              5  149865365  149937773    388      65  107853     -0.38291      0.64911
SYNPO              5  149980642  150038792    295      53  107853      -1.3397      0.90982
MYOZ3              5  150040403  150058930    135      14  107853    -0.070731      0.52819
RBM22              5  150070352  150080669     44      18  107853      0.84466      0.19915
DCTN4              5  150088309  150138657    234      41  107853      0.34865      0.36368
SMIM3              5  150157508  150176298    103      18  107853       1.1647      0.12206
IRGM               5  150226085  150228231     23       5  107853     0.021645      0.49137
ZNF300             5  150273954  150284545     41       8  107853      0.80875      0.20933
GPX3               5  150399999  150408554     63      18  107853    0.0057362      0.49771
TNIP1              5  150409504  150467221    392      70  107853       0.3468      0.36437
ANXA6              5  150480267  150537443    396      87  107853      -0.8937      0.81426
CCDC69             5  150560613  150603654    301      66  107853     -0.63456      0.73714
GM2A               5  150632613  150650083    101      29  107853   -0.0016789      0.50067
SLC36A3            5  150655926  150683334    226      36  107853      0.30847      0.37886
SLC36A2            5  150694539  150727151    223      45  107853      0.89536       0.1853
SLC36A1            5  150816553  150871940    365      55  107853       1.1702      0.12096
FAT2               5  150883653  150948505    418      74  107853      0.77628      0.21879
SPARC              5  151040657  151066615    145      46  107853      -1.7486      0.95982
ATOX1              5  151122383  151138210     52      29  107853      -1.0528      0.85377
LOC100652758       5  151149354  151151069      8       3  107853    -0.092614      0.53689
G3BP1              5  151151476  151184915    148      38  107853      0.33767      0.36781
GLRA1              5  151202074  151304397    398      46  107853      0.20587      0.41845
NMUR2              5  151771102  151784840     94       8  107853      0.34578      0.36476
GRIA1              5  152870084  153193429   1852     121  107853      0.20868      0.41735
FAM114A2           5  153369723  153418497    258      28  107853       1.3064     0.095714
MFAP3              5  153418519  153437014     84      17  107853       1.4171      0.07822
GALNT10            5  153570295  153800544   1339     103  107853       1.6041     0.054346
SAP30L             5  153825517  153840613     64      39  107853     -0.25612      0.60107
HAND1              5  153854532  153857824     14       9  107853    -0.085537      0.53408
LARP1              5  154062224  154197167    560      85  107853       1.1381      0.12754
FAXDC2             5  154196594  154230213    135      50  107853       1.0485      0.14719
CNOT8              5  154237755  154256352     75      29  107853      0.53815      0.29524
GEMIN5             5  154266976  154317776    241      48  107853       1.0402      0.14913
MRPL22             5  154320633  154348971    121      32  107853      0.79015      0.21472
KIF4B              5  154393260  154397685     15       9  107853      -0.2296       0.5908
SGCD               5  155462147  156194799   4343     166  107853      0.18766      0.42557
TIMD4              5  156346293  156390266    222      46  107853       2.0695     0.019248
HAVCR1             5  156455989  156486130    205      40  107853      0.90591      0.18249
HAVCR2             5  156512843  156536248    158      28  107853      0.96674      0.16684
MED7               5  156565451  156569921     21      11  107853        1.117      0.13199
FAM71B             5  156589343  156593279     20      10  107853       2.1196     0.017019
ITK                5  156607907  156682109    492      70  107853       1.3586     0.087143
CYFIP2             5  156693091  156822606    674      51  107853       1.7743     0.038007
FNDC9              5  156768607  156772729     28      12  107853       1.6253     0.052047
ADAM19             5  156822071  157002831   1069      68  107853       1.2443      0.10669
NIPAL4             5  156887027  156901730     87      25  107853      0.71878      0.23614
SOX30              5  157051804  157099138    236      53  107853       1.0195      0.15398
C5orf52            5  157098561  157107162     63      18  107853       1.7553     0.039604
THG1L              5  157158323  157166982     65      22  107853      0.59407      0.27623
LSM11              5  157170755  157183746     58      21  107853       1.4555     0.072764
CLINT1             5  157212751  157286183    363      40  107853      0.33116      0.37026
EBF1               5  158122916  158526788   1760     122  107853     -0.80877      0.79068
RNF145             5  158584417  158637061    231      66  107853      -1.1019      0.86475
UBLCP1             5  158690089  158713048     82      29  107853      -1.2737      0.89861
IL12B              5  158741791  158757481     59      16  107853     -0.73428      0.76861
ADRA1B             5  159343740  159400017    258      44  107853     -0.18971      0.57523
TTC1               5  159436156  159492550    294      41  107853      0.48761      0.31291
PWWP2A             5  159502889  159546452    183      60  107853     0.019806       0.4921
FABP6              5  159614374  159665729    389      50  107853     -0.35666      0.63933
CCNJL              5  159678666  159739602    357      54  107853     -0.85831      0.80464
C1QTNF2            5  159774761  159797657    107      25  107853      0.53461      0.29646
ZBED8              5  159820155  159827060     28      16  107853       2.1202     0.016993
SLU7               5  159828648  159846168     80      23  107853       1.8061     0.035454
PTTG1              5  159848865  159855747     37      15  107853     0.064857      0.47414
ATP10B             5  159990127  160279219   1515     140  107853      0.15869      0.43696
GABRB2             5  160715426  160975130   1263     103  107853     0.021237      0.49153
GABRA6             5  161112658  161129598     77      22  107853     -0.39799      0.65468
GABRA1             5  161274197  161326965    284      44  107853      -0.7581       0.7758
GABRG2             5  161494648  161582545    349      73  107853      0.21094      0.41647
CCNG1              5  162864573  162872022     22      13  107853       1.1167      0.13206
NUDCD2             5  162880586  162887143     25      14  107853      0.64809      0.25846
HMMR               5  162887517  162918951    162      41  107853      0.17921      0.42889
MAT2B              5  162930070  162946359     77      21  107853     -0.12452      0.54955
TENM2              5  166406083  167691162   6396     419  107853    -0.095686      0.53812
WWC1               5  167719065  167899308   1290     155  107853      0.92011      0.17876
RARS               5  167913463  167946311    264      25  107853     0.074318      0.47038
PANK3              5  167982628  168006614    107      40  107853      0.25564      0.39911
SLIT3              5  168088738  168728133   4286     343  107853       1.4932     0.067695
SPDL1              5  169010638  169031782    114      23  107853       0.8963      0.18505
DOCK2              5  169064251  169510386   2639     233  107853     -0.35189      0.63754
FAM196B            5  169290719  169407744    655     119  107853   -0.0019297      0.50077
FOXI1              5  169532917  169536729     32      16  107853     -0.70746      0.76036
C5orf58            5  169659916  169673235     40      20  107853      0.38609      0.34972
LCP2               5  169675088  169724822    260      87  107853      0.25285      0.40019
KCNIP1             5  169780491  170163636   2409     269  107853      0.18047      0.42839
KCNMB1             5  169805165  169816681     91      22  107853     -0.83606      0.79844
GABRP              5  170210723  170241051    201      51  107853    -0.027893      0.51113
RANBP17            5  170288880  170727454   1953      64  107853      0.88074      0.18923
TLX3               5  170736288  170739138      9       5  107853    -0.019933      0.50795
NPM1               5  170814652  170837888    109      20  107853     -0.18099      0.57181
FGF18              5  170846667  170884630    187      63  107853       1.2377      0.10791
SMIM23             5  171212819  171218129     37      14  107853     -0.49842      0.69091
FBXW11             5  171288553  171433877    513      74  107853     -0.42568      0.66483
STK10              5  171469074  171615346   1013     112  107853      0.23592      0.40675
EFCAB9             5  171621176  171630458     67      24  107853       -2.021      0.97836
UBTD2              5  171636648  171710795    389      32  107853       -1.126      0.86992
SH3PXD2B           5  171752185  171881527    841      71  107853      0.44378       0.3286
NEURL1B            5  172068266  172118543    270      51  107853       1.5828      0.05673
LOC101928093       5  172182656  172189558     35      14  107853      0.46871      0.31964
DUSP1              5  172195093  172198203     10       4  107853     -0.82107       0.7942
ERGIC1             5  172261223  172379688    718     137  107853     -0.81488      0.79243
RPL26L1            5  172385917  172396774     76      25  107853     0.029978      0.48804
ATP6V0E1           5  172410763  172461900    253      55  107853     -0.20078      0.57956
CREBRF             5  172483355  172566291    362      49  107853     0.072795      0.47098
BNIP1              5  172571445  172591390    101      34  107853    -0.013876      0.50554
NKX2-5             5  172659107  172662315     12       8  107853      0.13234      0.44736
STC2               5  172741726  172756506     74      37  107853       1.6565     0.048811
BOD1               5  173034148  173043706     50      13  107853     -0.82613      0.79564
CPEB4              5  173315331  173387313    343      47  107853       2.4318    0.0075125
C5orf47            5  173416162  173433143    110      30  107853      -1.3009      0.90335
HMP19              5  173472607  173536182    352      48  107853     -0.42905      0.66606
MSX2               5  174151575  174157902     44      18  107853     -0.32295      0.62664
DRD1               5  174867675  174871163     16       9  107853       1.5283      0.06322
SFXN1              5  174905514  174956745    379      45  107853      0.68735      0.24593
HRH2               5  175084847  175136239    273      57  107853     0.011946      0.49523
CPLX2              5  175223542  175311024    471      78  107853      0.82037        0.206
THOC3              5  175386534  175395318      4       2  107853      -1.8165      0.96535
FAM153B            5  175490712  175541801     55      33  107853      0.19993      0.42077
SIMC1              5  175665370  175772992    426      56  107853       0.5824      0.28015
KIAA1191           5  175773065  175788809     58      24  107853    -0.051259      0.52044
ARL10              5  175792477  175800934     46      23  107853      0.85904      0.19516
NOP16              5  175810940  175815763     17      10  107853      0.51872      0.30198
HIGD2A             5  175815784  175816751      8       4  107853      0.49655      0.30975
CLTB               5  175819456  175843570    131      53  107853      0.95438      0.16995
FAF2               5  175875356  175937075    258      45  107853      0.75454      0.22526
RNF44              5  175953700  175965026     52      28  107853     -0.30159      0.61852
CDHR2              5  175969512  176022769    397      48  107853     -0.23159      0.59157
GPRIN1             5  176022803  176044339     86      44  107853     0.056903      0.47731
SNCB               5  176047210  176057557     46      19  107853       1.1765      0.11969
EIF4E1B            5  176057683  176073642     88      30  107853     -0.08666      0.53453
TSPAN17            5  176074388  176086059     78      22  107853      0.12337      0.45091
UNC5A              5  176237560  176307899    362      84  107853      0.70499      0.24041
HK3                5  176307870  176326333    128      54  107853       0.8328      0.20248
UIMC1              5  176332006  176433795    570      39  107853      0.46903      0.31952
ZNF346             5  176449681  176508189    324      29  107853      0.12987      0.44834
FGFR4              5  176513906  176525143     58      20  107853     -0.61177      0.72966
LOC101928726       5  176532822  176548835     90      27  107853      0.68045      0.24811
NSD1               5  176560026  176727214    739      63  107853      0.31763      0.37538
RAB24              5  176728199  176730744     11       7  107853      0.85848      0.19531
PRELID1            5  176730763  176733960     16      10  107853     -0.57436      0.71714
MXD3               5  176732501  176741096     39      17  107853     -0.10046      0.54001
LMAN2              5  176758563  176778885     80      32  107853     -0.45323      0.67481
RGS14              5  176784704  176799599     42      18  107853      -1.3942      0.91837
SLC34A1            5  176811432  176825849     76      30  107853      -0.4575      0.67634
F12                5  176829139  176836577     34      20  107853      0.33041      0.37054
GRK6               5  176853687  176869850     63      25  107853      -1.6075      0.94603
PRR7               5  176873796  176883287     28      11  107853       0.4203      0.33713
DBN1               5  176883613  176900694     80      29  107853     -0.28471      0.61207
PDLIM7             5  176910395  176924606     67      38  107853      0.11359      0.45478
DOK3               5  176928905  176937490     48      25  107853      0.29255      0.38493
DDX41              5  176938578  176943967     26      17  107853     -0.48562      0.68638
FAM193B            5  176946790  176981548    124      36  107853        0.103      0.45898
TMED9              5  177019213  177023108     20      11  107853       0.2206       0.4127
B4GALT7            5  177027119  177037348     68      26  107853     0.024164      0.49036
FAM153A            5  177150365  177207505     42      21  107853      -1.0927      0.86274
PROP1              5  177419236  177423243     18       8  107853      0.69851      0.24243
N4BP3              5  177540556  177553107     59      26  107853     -0.62627      0.73443
RMND5B             5  177558002  177575567    101      29  107853     -0.53278      0.70291
NHP2               5  177576464  177580961     26      13  107853      0.02192      0.49126
HNRNPAB            5  177631508  177638184     36      20  107853       1.4096      0.07933
PHYKPL             5  177635475  177659823    157      39  107853       1.4542     0.072942
COL23A1            5  177664617  178017573   2565     217  107853        1.037      0.14988
CLK4               5  178029664  178054093     93      33  107853       1.1859      0.11783
ZNF354A            5  178138522  178157703    113      25  107853     -0.32501      0.62742
ZNF354B            5  178286954  178311424    230      16  107853      -1.3498      0.91146
ZFP2               5  178322899  178360213    228      33  107853     -0.99332      0.83972
ZNF454             5  178368194  178393218    138      35  107853      -1.4777      0.93026
GRM6               5  178405328  178422124    185      40  107853     -0.69718      0.75716
ZNF879             5  178450776  178461388     71      13  107853      -0.2198      0.58698
ZNF354C            5  178487607  178510022     99      35  107853      0.82486      0.20473
ADAMTS2            5  178537852  178772431   1699     267  107853      -1.1401      0.87289
RUFY1              5  178977562  179037027    394      47  107853      -1.1039      0.86519
HNRNPH1            5  179041179  179050722     55      26  107853      0.33818      0.36761
C5orf60            5  179068545  179072083     12       8  107853     -0.75683      0.77542
CBY3               5  179105559  179107975     15       8  107853      0.26808      0.39432
CANX               5  179125019  179158642    170      43  107853      0.67435      0.25004
MAML1              5  179159833  179208035    293      55  107853        1.334     0.091101
LTC4S              5  179219263  179223616     30      16  107853       1.1898      0.11707
MGAT4B             5  179224597  179233952     53      19  107853      0.66384       0.2534
SQSTM1             5  179233388  179265078    224      72  107853     -0.50317      0.69258
C5orf45            5  179263927  179285867    155      43  107853     -0.45861      0.67674
TBC1D9B            5  179289071  179334879    274      47  107853       1.0651      0.14342
RNF130             5  179382067  179499118    674      75  107853       1.4846      0.06883
RASGEF1C           5  179527795  179636130    831     136  107853      0.91064      0.18124
MAPK9              5  179660594  179719071    418      65  107853     -0.23603      0.59329
GFPT2              5  179727698  179780341    456      76  107853     -0.74025      0.77042
CNOT6              5  179921412  180005358    523      34  107853      0.23648      0.40653
SCGB3A1            5  180017105  180018487      8       4  107853       1.7709     0.038289
FLT4               5  180028506  180076624    384      75  107853      -1.0071      0.84306
OR2Y1              5  180166123  180167058      5       2  107853       1.1452      0.12607
MGAT1              5  180217541  180237939    178      17  107853      0.16515      0.43441
ZFP62              5  180272435  180288334    108      24  107853      0.97452       0.1649
BTNL8              5  180326077  180377906    239      28  107853      0.64812      0.25845
BTNL3              5  180415845  180433727     54      18  107853       1.2101      0.11312
BTNL9              5  180467203  180488523    106      24  107853     -0.39599      0.65394
OR2V1              5  180551339  180556557     35      16  107853      0.45341      0.32513
OR2V2              5  180581943  180582890      2       1  107853       0.4354      0.33164
TRIM7              5  180620924  180632293     87      19  107853      -1.7325      0.95841
TRIM41             5  180650263  180662808     66      26  107853       -1.022      0.84661
GNB2L1             5  180663928  180671209     50      14  107853       1.3049     0.095967
TRIM52             5  180683373  180688161     26      13  107853      0.19103      0.42425
DUSP22             6     292101     351355    174      89  107853     -0.12285      0.54889
IRF4               6     391739     411443    134      44  107853      0.19077      0.42435
EXOC2              6     485138     693141   1203     116  107853      0.12213       0.4514
HUS1B              6     655939     656964      5       2  107853      0.68162      0.24774
FOXQ1              6    1312675    1314993     11       4  107853     -0.26901      0.60604
FOXF2              6    1390069    1395832     31      13  107853      -1.0646      0.85647
FOXC1              6    1610681    1614132     13       6  107853     -0.81147      0.79145
GMDS               6    1624035    2245868   3411     225  107853      0.25819      0.39813
MYLK4              6    2663863    2765615    747      95  107853      0.81986      0.20615
WRNIP1             6    2765575    2785979    130      41  107853    0.0084426      0.49663
SERPINB1           6    2832566    2842283     51      17  107853       0.4567      0.32394
SERPINB9           6    2887499    2903546     93      43  107853      0.55413      0.28975
SERPINB6           6    2948393    2972399    139      29  107853       1.6332     0.051215
NQO2               6    3000067    3019997    197      29  107853      0.84163          0.2
RIPK1              6    3064201    3115421    301      67  107853     0.061658      0.47542
BPHL               6    3118926    3153833    207      37  107853    -0.010502      0.50419
TUBB2A             6    3153900    3157783     14       9  107853      -1.1286      0.87048
TUBB2B             6    3224495    3227968      8       5  107853       1.0368      0.14991
PSMG4              6    3259162    3268300    106      11  107853      0.83839      0.20091
SLC22A23           6    3269207    3456954   1271     152  107853      -1.5156      0.93519
PXDC1              6    3722836    3752246    172      54  107853       1.1389      0.12737
