GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
RPAP2              1   92764522   92853732    414      54  103765      -1.3462      0.91087
GFI1               1   92940318   92952433     60      25  103765      -0.8156      0.79264
EVI5               1   92974253   93257961   1341      47  103765     -0.10171      0.54051
RPL5               1   93297594   93307481     43      22  103765      -0.2457      0.59704
FAM69A             1   93298286   93427079    476      47  103765      -1.7452      0.95953
MTF2               1   93544792   93604638    240      59  103765       1.1062      0.13431
TMED5              1   93615299   93646246    140      37  103765      0.25709      0.39855
CCDC18             1   93646038   93744769    460      48  103765      0.59719      0.27519
DR1                1   93811478   93828149     70      25  103765      0.54673      0.29228
FNBP1L             1   93913688   94020218    412      80  103765       0.1176      0.45319
BCAR3              1   94027343   94312706   1600      91  103765      0.86231      0.19426
DNTTIP2            1   94335014   94345474     65      17  103765       1.7731     0.038103
GCLM               1   94352590   94375154    116      33  103765      0.43574      0.33151
ABCA4              1   94458393   94586705    843     155  103765      0.34023      0.36684
ARHGAP29           1   94634463   94713251    344      78  103765      -1.4498      0.92644
ABCD3              1   94883933   94984219    320      61  103765      -1.6096      0.94626
F3                 1   94994732   95007413     55      22  103765    -0.001476      0.50059
SLC44A3            1   95285898   95360803    488      93  103765     -0.41458      0.66078
CNN3               1   95362507   95392735    194      58  103765      -0.3694      0.64408
ALG14              1   95448279   95538512    445      67  103765     -0.44331      0.67123
TMEM56             1   95582894   95663163    374      57  103765       1.0734      0.14155
TMEM56-RWDD3       1   95583479   95710511    600      60  103765      0.90707      0.18218
RWDD3              1   95699711   95712781     68      27  103765      0.74218      0.22899
PTBP2              1   97187161   97280605    435      55  103765     -0.94218      0.82695
DPYD               1   97543299   98386615   4211     229  103765     -0.58683      0.72134
SNX7               1   99127236   99226056    545      43  103765      -1.7335       0.9585
LPPR5              1   99355801   99470449    683      89  103765      0.52965      0.29818
LPPR4              1   99729848   99775140    247      59  103765     0.048324      0.48073
PALMD              1  100111431  100160097    287      50  103765       -0.348      0.63608
FRRS1              1  100174206  100232186    365      27  103765     -0.16457      0.56536
AGL                1  100315633  100389579    378      40  103765      0.52775      0.29884
SLC35A3            1  100435345  100492535    269      25  103765       1.1867      0.11766
HIAT1              1  100503670  100548933    234      41  103765       1.0665       0.1431
SASS6              1  100549100  100598518    246      41  103765      0.55546      0.28929
TRMT13             1  100598669  100616054     79      24  103765       1.0933      0.13713
LRRC39             1  100614004  100643829    115      35  103765       1.1596      0.12311
DBT                1  100652478  100715409    225      34  103765      0.87019       0.1921
RTCA               1  100731714  100758325    130      24  103765      0.35495      0.36131
CDC14A             1  100810598  100985833    779      57  103765      0.71918      0.23601
GPR88              1  101003728  101007583     15       7  103765      0.56327      0.28663
VCAM1              1  101185196  101204601     65      36  103765      0.94205      0.17308
EXTL2              1  101337928  101361548     89      25  103765      0.52311      0.30045
SLC30A7            1  101361632  101552821    746      52  103765     -0.86326        0.806
DPH5               1  101455179  101491365    132      32  103765      -0.6054      0.72754
S1PR1              1  101702305  101707076     20      12  103765      0.56873      0.28477
OLFM3              1  102268126  102462790   1178     166  103765       1.2677      0.10245
COL11A1            1  103342023  103574052   1534      65  103765     -0.08319      0.53315
RNPC3              1  104068323  104097861     95      37  103765       -0.629      0.73533
AMY2B              1  104095894  104122156    119      66  103765     -0.78538      0.78389
AMY2A              1  104159999  104168400      8       5  103765     -0.11195      0.54457
PRMT6              1  107599267  107601916      9       6  103765      0.37179      0.35502
NTNG1              1  107682540  108024477   1710     175  103765      0.42048      0.33707
VAV3               1  108113782  108507545   2321     165  103765      0.95611      0.16951
SLC25A24           1  108677344  108742980    335      41  103765       1.4888     0.068274
NBPF4              1  108765902  108786720      7       4  103765       1.6675     0.047708
NBPF6              1  108992887  109013639      5       3  103765      0.37866      0.35247
FAM102B            1  109102653  109181949    298      32  103765      0.54853      0.29166
HENMT1             1  109190910  109204148     42      25  103765      0.22589      0.41064
PRPF38B            1  109234932  109244425     21      16  103765       1.0755      0.14108
FNDC7              1  109255556  109285371    135      49  103765       1.8048     0.035555
STXBP3             1  109289285  109352148    353      30  103765       1.4807     0.069338
AKNAD1             1  109358520  109400864    312      49  103765      0.97454      0.16489
GPSM2              1  109417972  109473044    270      40  103765        1.214      0.11237
CLCC1              1  109472130  109506121    201      53  103765       1.6903     0.045485
WDR47              1  109512835  109584860    364      48  103765      0.36626      0.35708
TAF13              1  109606998  109618624     71      28  103765     -0.35623      0.63916
TMEM167B           1  109633403  109639554     38      15  103765     -0.93177      0.82427
C1orf194           1  109648573  109656484     54      16  103765      0.37293       0.3546
KIAA1324           1  109656585  109749403    609      74  103765       2.1143     0.017247
SARS               1  109756515  109780804     92      41  103765       1.4754     0.070052
CELSR2             1  109792641  109818378    160      46  103765       1.6117     0.053516
PSRC1              1  109822176  109825790     21      14  103765      0.53613      0.29594
MYBPHL             1  109834987  109849663     99      43  103765     -0.45269      0.67461
SORT1              1  109852187  109940563    361      63  103765     0.035584      0.48581
PSMA5              1  109941653  109969108    120      38  103765      0.50693       0.3061
SYPL2              1  110009100  110024764     83      16  103765      0.30011      0.38205
ATXN7L2            1  110026533  110035426     32      17  103765       0.1678      0.43337
CYB561D1           1  110036658  110043063     34      19  103765      0.55789      0.28846
AMIGO1             1  110049446  110052336      8       5  103765      0.19181      0.42395
GPR61              1  110082494  110088487     26      12  103765      -1.4412      0.92524
GNAI3              1  110091186  110138465    201      60  103765      0.94974      0.17112
GNAT2              1  110145889  110155705     43      21  103765       1.1696      0.12108
AMPD2              1  110162435  110174677     54      22  103765      0.55479      0.28952
GSTM4              1  110198698  110208123     58      30  103765       1.0644      0.14358
GSTM2              1  110210644  110226619     60      22  103765       2.3962    0.0082832
GSTM1              1  110230418  110240828     21       9  103765     -0.86809      0.80733
GSTM5              1  110254406  110260890     42      20  103765      0.88922      0.18694
GSTM3              1  110276554  110283660     31      14  103765      0.56498      0.28604
EPS8L3             1  110292702  110306644     93      36  103765      0.41233      0.34005
CSF1               1  110453233  110473616    102      43  103765       1.2326      0.10886
AHCYL1             1  110527387  110566364    146      36  103765      0.10941      0.45644
STRIP1             1  110574199  110597263    117      42  103765      0.84574      0.19885
ALX3               1  110602997  110613322     57      18  103765       2.0144     0.021985
UBL4B              1  110655062  110656569      8       5  103765      -1.2757      0.89898
SLC6A17            1  110693132  110744824    223      52  103765     -0.10512      0.54186
KCNC4              1  110753336  110776674    138      61  103765     -0.16435      0.56527
RBM15              1  110881945  110889303     23      13  103765      -1.6333       0.9488
SLC16A4            1  110905473  110933704    128      40  103765     -0.83049      0.79687
LAMTOR5            1  110943875  110950546     28      12  103765     0.074673      0.47024
PROK1              1  110993788  110999976     39      15  103765     -0.42456      0.66442
KCNA10             1  111059839  111061797     16      11  103765     -0.64142      0.73937
KCNA2              1  111136202  111174096    202      43  103765       1.2498      0.10568
KCNA3              1  111196182  111217655     82      24  103765      0.36698      0.35682
CD53               1  111413821  111442558    137      29  103765     -0.63616      0.73766
LRIF1              1  111489812  111506825     52      28  103765     -0.38257      0.64898
DRAM2              1  111659954  111682838    115      31  103765      0.07979       0.4682
CEPT1              1  111682249  111727724    248      44  103765      -1.0226      0.84675
DENND2D            1  111728591  111747160    104      45  103765       1.8347     0.033275
CHI3L2             1  111770281  111786062    118      28  103765      0.58535      0.27916
CHIA               1  111833474  111863188    291      38  103765     -0.92507      0.82254
PIFO               1  111867285  111895639    176      39  103765      0.13975      0.44443
OVGP1              1  111956937  111970399     89      23  103765     0.070287      0.47198
WDR77              1  111982512  111991915     43      21  103765     -0.61507      0.73075
ATP5F1             1  111991467  112004540     60      20  103765      0.17836      0.42922
C1orf162           1  112016474  112021134     22      13  103765      0.19748      0.42172
ADORA3             1  112025970  112106602    500      84  103765     -0.20125      0.57975
RAP1A              1  112162405  112256807    551      48  103765      0.15941      0.43667
FAM212B            1  112264686  112298419    197      48  103765     -0.37913       0.6477
DDX20              1  112298190  112310199     76      21  103765      0.31231       0.3774
KCND3              1  112318444  112532147   1187     164  103765      0.41888      0.33765
LOC643355          1  112532593  112541464     53      22  103765      0.63359      0.26317
CTTNBP2NL          1  112938800  113003786    261      21  103765       0.4015      0.34403
WNT2B              1  113010040  113063910    235      63  103765      -2.3609      0.99088
ST7L               1  113066140  113162040    405      48  103765      0.27869      0.39024
CAPZA1             1  113162075  113214241    170      49  103765     0.089175      0.46447
MOV10              1  113217048  113243368    107      34  103765      0.42127      0.33678
RHOC               1  113243749  113250025     32      15  103765      0.19392      0.42312
PPM1J              1  113252616  113257950     29      19  103765      0.38059      0.35175
FAM19A3            1  113261619  113269857     39      19  103765     -0.15156      0.56023
SLC16A1            1  113454469  113498975    182      64  103765      -1.3541      0.91215
LRIG2              1  113615792  113667824    230      56  103765      0.77588      0.21891
MAGI3              1  113933087  114228545   1093      77  103765      0.98691      0.16184
PHTF1              1  114239824  114302165    230      53  103765       1.1946      0.11612
RSBN1              1  114304454  114355070    157      55  103765       1.5061     0.066024
PTPN22             1  114356433  114414375    208      54  103765       1.8291     0.033693
BCL2L15            1  114419436  114430230     66      35  103765       1.3671     0.085798
AP4B1              1  114437370  114447741     37      20  103765       1.5856     0.056415
DCLRE1B            1  114447915  114456708     29      16  103765      0.25685      0.39865
HIPK1              1  114471819  114520491    155      57  103765      0.54856      0.29165
OLFML3             1  114522030  114524875     11       8  103765      -0.5537      0.71011
SYT6               1  114631914  114696472    422     104  103765    -0.086825      0.53459
TRIM33             1  114935399  115053781    601      52  103765       1.4413     0.074747
BCAS2              1  115110178  115124265     64      32  103765      0.88162      0.18899
DENND2C            1  115127155  115212732    403      58  103765       1.1015      0.13534
AMPD1              1  115215719  115238239    122      46  103765      0.83219      0.20265
NRAS               1  115247085  115259515     37      17  103765       1.2367       0.1081
CSDE1              1  115259534  115300671    189      56  103765      0.30992      0.37831
SIKE1              1  115312100  115323308     35      24  103765       1.0162      0.15477
SYCP1              1  115397455  115537991    591      56  103765      0.61442      0.26947
TSHB               1  115572445  115576930     35       9  103765       0.5768      0.28204
TSPAN2             1  115590632  115632121    248      49  103765      0.63153      0.26385
NGF                1  115828537  115880857    301      63  103765       0.3041      0.38053
VANGL1             1  116184574  116240845    329      68  103765      0.56148      0.28724
CASQ2              1  116242624  116311426    501      48  103765      0.83298      0.20243
NHLH2              1  116378998  116383747     14       9  103765       1.2218       0.1109
SLC22A15           1  116519119  116612675    432      59  103765     -0.52633      0.70067
MAB21L3            1  116654376  116677861    136      36  103765        1.045        0.148
ATP1A1             1  116914802  116948069    127      31  103765     -0.61566      0.73094
CD58               1  117057156  117113715    188      59  103765       1.0556      0.14558
IGSF3              1  117117020  117210377    309      90  103765      0.66419      0.25329
C1orf137           1  117236734  117249225     51      22  103765     -0.34227      0.63393
CD2                1  117297057  117311851     76      30  103765        1.368      0.08565
PTGFRN             1  117452689  117532972    410      68  103765      0.16885      0.43296
CD101              1  117544372  117579173    186      61  103765    -0.080388      0.53204
TTF2               1  117602910  117645492    209      67  103765      -0.3033      0.61917
TRIM45             1  117653677  117664411     73      25  103765       1.2868     0.099077
VTCN1              1  117686209  117753582    396      79  103765     0.074354      0.47036
MAN1A2             1  117910085  118068320    723      53  103765      0.77392      0.21949
FAM46C             1  118148604  118171011    128      27  103765      0.42825      0.33423
GDAP2              1  118406107  118472302    306      33  103765      0.67749      0.24905
WDR3               1  118472372  118503049    129      25  103765      0.82996      0.20328
SPAG17             1  118496288  118727848    887      71  103765      -0.0624      0.52488
TBX15              1  119425666  119532179    508      62  103765      -1.7292      0.95811
WARS2              1  119573839  119683404    507      55  103765      -1.4694      0.92914
HAO2               1  119911399  119936753    152      29  103765       2.0517       0.0201
HSD3B2             1  119957554  119965662     51      19  103765       2.0948     0.018092
HSD3B1             1  120049826  120057681     54      15  103765    -0.024142      0.50963
ZNF697             1  120162000  120190813    152      48  103765     -0.54449      0.70695
PHGDH              1  120254419  120286849    152      52  103765      0.77424      0.21939
HMGCS2             1  120290619  120311555     98      32  103765     -0.27189      0.60715
REG4               1  120336641  120354203    135      41  103765      0.47794      0.31635
NBPF7              1  120377388  120387503     57      24  103765     -0.58838      0.72186
ADAM30             1  120436156  120439147     12       6  103765      -1.1432      0.87351
NOTCH2             1  120454176  120639880    309      44  103765      0.52943      0.29825
FAM72B             1  120838959  120855681      2       1  103765     -0.46652      0.67958
FCGR1B             1  120926128  120935944      4       2  103765      -0.5703      0.71576
FAM72D             1  143896452  143913143      1       1  103765     -0.33608       0.6316
SRGAP2B            1  143915897  144094426     11       8  103765       1.9602     0.024988
NBPF9              1  144811743  144830407      6       4  103765      0.15417      0.43874
PDE4DIP            1  144851424  145076186     68      31  103765      0.39439      0.34665
NOTCH2NL           1  145176379  145286270      6       4  103765      0.07281      0.47098
NBPF10             1  145293371  145368684     10       7  103765     -0.14868       0.5591
HFE2               1  145413191  145417545      8       5  103765       1.2858     0.099252
TXNIP              1  145438438  145442635     19      12  103765      0.45907      0.32309
POLR3GL            1  145456236  145476081     37      14  103765       1.0534      0.14607
ANKRD34A           1  145470508  145475647      9       6  103765       1.5986     0.054952
LIX1L              1  145477059  145501670     45      14  103765       1.6501     0.049464
RBM8A              1  145507557  145513536     16       9  103765      0.81928      0.20631
PEX11B             1  145516165  145523732     26      10  103765       2.0557     0.019908
ITGA10             1  145524709  145543868     36      14  103765        1.146       0.1259
ANKRD35            1  145549209  145568526     97      29  103765     -0.58131      0.71948
PIAS3              1  145575257  145586546     16       9  103765        1.198      0.11545
NUDT17             1  145586491  145589435      7       4  103765       0.4993      0.30878
POLR3C             1  145592605  145610972     30      10  103765      0.86941      0.19231
RNF115             1  145610990  145689005    127      15  103765      0.45601      0.32419
CD160              1  145695798  145715639     39      11  103765       1.0421      0.14867
PDZK1              1  145727662  145764207     65      43  103765      0.82439      0.20486
GPR89A             1  145764595  145827103     17      13  103765      0.48701      0.31313
PRKAB2             1  146626685  146644168     97      24  103765       0.9734      0.16518
FMO5               1  146655884  146697390    292      24  103765     -0.34496      0.63494
CHD1L              1  146714291  146767447    338      40  103765      0.59693      0.27528
BCL9               1  147013222  147098022    388      85  103765     -0.13073        0.552
ACP6               1  147119168  147142634    122      29  103765      0.59286      0.27664
GJA5               1  147228332  147253165    157      31  103765      0.18312      0.42735
GJA8               1  147374946  147381396     40      13  103765      0.75021      0.22656
GPR89B             1  147400506  147465753     37      18  103765      -1.0911      0.86238
NBPF14             1  148003031  148025865      4       2  103765     0.093339      0.46282
NBPF20             1  148250249  148347262      9       6  103765      0.99588      0.15966
NBPF15             1  148555986  148596267      6       2  103765      0.65604       0.2559
LOC645262          1  149305909  149314610      1       1  103765     -0.74691      0.77244
LOC100996713       1  149369801  149380524      3       2  103765      -1.2693      0.89783
LOC199882          1  149694415  149701346      2       1  103765       1.4441      0.07435
FCGR1A             1  149754232  149764074     10       6  103765      -1.0988      0.86408
HIST2H2BF          1  149754245  149783965     52      22  103765     -0.29421       0.6157
LOC101927767       1  149764079  149765403      6       3  103765       1.0349      0.15036
HIST2H2BE          1  149856010  149858232      6       3  103765     -0.70225      0.75874
HIST2H2AC          1  149858525  149858961      3       2  103765       1.0427      0.14854
HIST2H2AB          1  149859019  149859466      2       1  103765    -0.033698      0.51344
BOLA1              1  149871110  149872348      5       3  103765      0.22165      0.41229
SV2A               1  149874870  149889434     49      21  103765     -0.59057       0.7226
SF3B4              1  149895209  149901449     22       5  103765      -0.4023      0.65627
MTMR11             1  149900543  149908791     32      12  103765      0.20979      0.41691
OTUD7B             1  149912229  149982686    274      38  103765      0.21807      0.41369
VPS45              1  150039350  150117505    450      34  103765       0.5331      0.29698
PLEKHO1            1  150122170  150131825     68      27  103765      0.30429      0.38045
ANP32E             1  150190717  150208504     62      25  103765       0.9291      0.17642
CA14               1  150229554  150237478     32      22  103765       1.1124      0.13298
APH1A              1  150237799  150241609      8       5  103765      0.61166      0.27038
C1orf54            1  150244687  150253335     28      14  103765       1.8574      0.03163
CIART              1  150254930  150259505     17       8  103765       1.8097      0.03517
MRPS21             1  150266262  150281414    105      25  103765       2.1166     0.017145
PRPF3              1  150293928  150325704    188      42  103765       2.0843     0.018567
RPRD2              1  150336624  150449042    650      50  103765       2.5733     0.005037
TARS2              1  150459840  150480085     95      22  103765       2.6872    0.0036023
ECM1               1  150480487  150486265     30      16  103765       2.1266     0.016728
ADAMTSL4           1  150521846  150533413     65      33  103765       1.9595     0.025025
MCL1               1  150547027  150552214     21      13  103765       0.6682        0.252
ENSA               1  150594599  150602098     36      18  103765     -0.41536      0.66106
GOLPH3L            1  150618701  150669672    232      30  103765      0.22362      0.41153
HORMAD1            1  150670535  150693372    117      20  103765       0.5609      0.28743
CTSS               1  150702672  150738433    125      28  103765       1.1795       0.1191
CTSK               1  150768684  150780917     34      21  103765     -0.16616      0.56599
ARNT               1  150782181  150849244    215      51  103765       1.1484       0.1254
SETDB1             1  150898815  150937389    167      53  103765      0.92142      0.17842
CERS2              1  150937649  150947479     43      16  103765      0.46566      0.32073
ANXA9              1  150954499  150968114     62      23  103765     -0.88678       0.8124
FAM63A             1  150969213  150980854     56      26  103765      -1.0691      0.85748
PRUNE              1  150980867  151008189    178      43  103765       0.8498      0.19772
BNIPL              1  151009029  151020076     71      31  103765      -0.5283      0.70136
C1orf56            1  151020259  151023896      6       2  103765     -0.96347      0.83235
CDC42SE1           1  151023447  151032125     37      22  103765      -1.1628      0.87755
MLLT11             1  151032151  151040973     32      12  103765      0.89528      0.18532
GABPB2             1  151042784  151091007    251      54  103765     -0.15693      0.56235
SEMA6C             1  151104161  151119146     94      29  103765     -0.27133      0.60693
TNFAIP8L2          1  151129095  151132731     17      12  103765       0.8337      0.20222
TNFAIP8L2-SCNM1    1  151129105  151142773     59      19  103765     0.090087      0.46411
LYSMD1             1  151132224  151138424     26      10  103765    -0.032725      0.51305
SCNM1              1  151138482  151142773     17       7  103765     -0.27431      0.60808
TMOD4              1  151142463  151148547     26      14  103765     -0.75763      0.77566
VPS72              1  151148776  151162689     43      18  103765     -0.29457      0.61584
PIP5K1A            1  151171021  151222007    243      47  103765     0.095583      0.46193
PSMD4              1  151227176  151239955     42      16  103765      0.83731      0.20121
ZNF687             1  151254094  151264381     29      14  103765     -0.83838      0.79909
PI4KB              1  151264273  151300191    139      45  103765       -1.002      0.84183
RFX5               1  151313116  151319785     19      11  103765      -0.5019      0.69213
SELENBP1           1  151336778  151345210     39      24  103765       1.6431     0.050182
PSMB4              1  151372041  151374412      5       3  103765      0.11533      0.45409
POGZ               1  151375200  151445753    242      38  103765      0.37734      0.35296
CGN                1  151483331  151511168    108      42  103765       1.0948      0.13679
TUFT1              1  151512781  151556059    186      49  103765      -0.4593      0.67699
SNX27              1  151584454  151671559    303      50  103765      0.45685      0.32389
CELF3              1  151672534  151689290     68      20  103765      0.53737      0.29551
RIIAD1             1  151694013  151702082     38      16  103765      -0.4849      0.68613
MRPL9              1  151732119  151736040     23       9  103765     -0.17201      0.56829
OAZ3               1  151735445  151743806     31      11  103765      -1.2321      0.89104
TDRKH              1  151742741  151763052     97      15  103765     0.054218      0.47838
LINGO4             1  151772765  151777882     21      10  103765      0.23188      0.40831
RORC               1  151778547  151804348    121      41  103765    -0.013008      0.50519
C2CD4D             1  151810339  151813033     10       6  103765     -0.31768      0.62463
THEM5              1  151818220  151826173     42      17  103765     -0.52406      0.69988
THEM4              1  151843342  151882361    194      36  103765     -0.17178       0.5682
S100A10            1  151955386  151966714     37      16  103765      -0.0337      0.51344
S100A11            1  152004982  152009511     10       4  103765     -0.29565      0.61625
LOC100131107       1  152052033  152053058      3       2  103765       1.2571      0.10436
TCHHL1             1  152056620  152061540      8       6  103765       2.1174     0.017115
TCHH               1  152078793  152087930     36      25  103765      0.15279      0.43928
RPTN               1  152126071  152131704     18      11  103765      0.93206      0.17565
HRNR               1  152184552  152196672     87      24  103765     -0.48403      0.68582
FLG                1  152274651  152297679    190      41  103765      0.22213      0.41211
FLG2               1  152321213  152332482     64      24  103765     0.028649      0.48857
CRNN               1  152381719  152386750     26      11  103765      0.34336      0.36566
LCE5A              1  152483320  152484653     11       7  103765      0.18667      0.42596
CRCT1              1  152486978  152488481     13       6  103765     -0.79158       0.7857
LCE3E              1  152538175  152539229      7       5  103765       0.4735      0.31793
LCE3D              1  152551860  152552980      6       4  103765      0.50274      0.30757
LCE3C              1  152573138  152573562      1       1  103765      -0.6688      0.74819
LCE3B              1  152586287  152586574      1       1  103765      0.93076      0.17599
LCE3A              1  152595310  152595579      1       1  103765     0.019713      0.49214
LCE2D              1  152635887  152637135      9       6  103765     -0.46298      0.67831
LCE2C              1  152647791  152649050      9       4  103765     -0.28055      0.61047
LCE2B              1  152658599  152659877     15       7  103765      0.23612      0.40667
LCE2A              1  152670840  152671918      7       4  103765      -1.3996      0.91919
LCE4A              1  152681523  152681910      5       3  103765      -0.2943      0.61573
C1orf68            1  152691998  152692905      8       2  103765      0.61051      0.27076
KPRP               1  152730506  152734529     18       9  103765     -0.23212      0.59178
LCE1F              1  152748848  152749445      3       2  103765        0.676      0.24952
LCE1E              1  152758753  152760902     18       8  103765      0.64902      0.25816
LCE1D              1  152769227  152770657      8       4  103765       1.0845      0.13906
LCE1C              1  152777311  152779107     20       6  103765       0.9243      0.17767
LCE1B              1  152784447  152785585      5       3  103765       1.4878     0.068406
LCE1A              1  152799949  152800573      5       3  103765      -0.3598       0.6405
LCE6A              1  152815330  152816459      6       3  103765      0.95595      0.16955
SMCP               1  152850798  152857523     42      10  103765     -0.13262      0.55275
IVL                1  152881039  152884362     23       4  103765      0.12629      0.44975
SPRR4              1  152943128  152945069      7       3  103765     -0.44409      0.67151
SPRR1A             1  152956564  152958290      8       2  103765     -0.93857      0.82603
SPRR3              1  152974223  152976332     26       3  103765    -0.091413      0.53642
SPRR1B             1  153003679  153005376     17       3  103765      -1.8529      0.96805
SPRR2D             1  153012201  153013594      9       4  103765     -0.69139      0.75534
SPRR2A             1  153028596  153029988      2       1  103765     -0.55531      0.71066
SPRR2B             1  153042717  153044084      4       2  103765      -1.1585      0.87667
SPRR2E             1  153065611  153067001      8       4  103765      0.89333      0.18584
SPRR2F             1  153084612  153085989      8       4  103765      -0.7241       0.7655
SPRR2G             1  153122058  153123427      7       2  103765      0.65963      0.25475
LELP1              1  153175906  153177601      4       2  103765     -0.91301      0.81938
PRR9               1  153190060  153191793      9       4  103765      -1.1215      0.86896
LOR                1  153232179  153234600     16       8  103765     -0.45404       0.6751
PGLYRP3            1  153270338  153283194     88      29  103765     -0.31259       0.6227
PGLYRP4            1  153302596  153321039    145      22  103765       -0.264      0.60411
S100A9             1  153330330  153333503     12       9  103765      0.66387      0.25339
S100A12            1  153346184  153348075      3       2  103765     -0.94474       0.8276
S100A8             1  153362508  153395054    175      29  103765      0.13492      0.44634
S100A7A            1  153389000  153395701     45      17  103765     -0.69154      0.75539
S100A7L2           1  153409471  153412503     22      11  103765      -1.5385      0.93803
S100A7             1  153430220  153436559     30      16  103765     -0.96916      0.83377
S100A6             1  153507076  153508717      8       5  103765       -1.399      0.91909
S100A5             1  153509623  153515772     31      15  103765     -0.90872      0.81825
S100A4             1  153516095  153518282     11       6  103765     -0.11701      0.54657
S100A3             1  153519805  153521734     22       3  103765      -3.3759      0.99963
S100A2             1  153533584  153538306     19      10  103765       1.0025      0.15806
S100A16            1  153579362  153585514     26      12  103765      0.66226       0.2539
S100A14            1  153586731  153588808      8       2  103765       1.3727     0.084926
S100A13            1  153591275  153606582     69      24  103765       1.6303     0.051516
S100A1             1  153600873  153604513     12       6  103765       1.1924      0.11656
CHTOP              1  153606458  153618782     57      15  103765       1.4462     0.074061
SNAPIN             1  153631130  153634328     10       6  103765       2.2766     0.011406
ILF2               1  153634264  153643504     32      13  103765       1.8357     0.033198
NPR1               1  153651093  153666468     46      25  103765      0.55513       0.2894
INTS3              1  153700526  153746555    160      48  103765       2.1416     0.016113
SLC27A3            1  153746830  153752633     33      24  103765       1.2282      0.10968
GATAD2B            1  153777201  153895451    486      60  103765     -0.37086      0.64463
DENND4B            1  153901977  153919162     41      13  103765     -0.10259      0.54086
CRTC2              1  153920148  153931132     36      20  103765     -0.62298      0.73335
SLC39A1            1  153931575  153940660     37      22  103765     -0.41806      0.66205
CREB3L4            1  153940315  153946840     27      13  103765     -0.82598      0.79559
JTB                1  153946745  153951096      4       2  103765      0.22171      0.41227
RAB13              1  153954093  153958853     10       7  103765      0.30352      0.38075
RPS27              1  153963239  153964631      7       5  103765     -0.12963      0.55157
NUP210L            1  153965166  154127592    502      66  103765       -0.365      0.64244
TPM3               1  154127780  154164611    109      34  103765     -0.20019      0.57934
C1orf189           1  154171561  154178841     26      15  103765     -0.27755      0.60932
C1orf43            1  154179183  154193273     64      26  103765      -1.2082      0.88651
UBAP2L             1  154192427  154243986    202      54  103765      -1.1071      0.86587
HAX1               1  154245039  154248351     11       7  103765     -0.71077      0.76139
AQP10              1  154293592  154297801     23      11  103765      0.61503      0.26927
ATP8B2             1  154298036  154323780    104      29  103765      0.86538      0.19342
IL6R               1  154377669  154441926    323      46  103765     -0.67471      0.75007
SHE                1  154442118  154474786    112      41  103765      -1.2596      0.89609
TDRD10             1  154474695  154520624    271      27  103765      -1.1476      0.87444
UBE2Q1             1  154521051  154531138     35      15  103765      -1.2588      0.89596
CHRNB2             1  154540257  154552354     53      31  103765      0.08386      0.46658
ADAR               1  154554533  154600456    175      35  103765      0.29196      0.38516
KCNN3              1  154669938  154842754    885     173  103765     -0.18667      0.57404
PMVK               1  154897208  154909484     58      21  103765      0.79166      0.21428
PBXIP1             1  154916553  154928624     46      31  103765       1.7196      0.04275
PYGO2              1  154929502  154934258     14      10  103765       1.6145     0.053211
LOC101928120       1  154934036  154935101      2       1  103765       1.4629     0.071745
SHC1               1  154934774  154946959     35      16  103765       1.3051     0.095921
CKS1B              1  154947118  154951725      9       6  103765      0.63551      0.26255
FLAD1              1  154955770  154965587     34      13  103765       2.0441     0.020474
LENEP              1  154966062  154966791      2       1  103765     -0.86437      0.80631
ZBTB7B             1  154975106  154991001     52      28  103765       1.4658     0.071357
DCST2              1  154991003  155006257     63      30  103765       -0.309      0.62134
DCST1              1  155006256  155023406     68      31  103765       0.5822      0.28022
ADAM15             1  155023748  155035252     51      26  103765      0.67852      0.24872
EFNA4              1  155036213  155042029     13       8  103765       1.3884     0.082501
EFNA3              1  155051348  155060014     32      18  103765      0.81148      0.20855
EFNA1              1  155100349  155107386     29      17  103765     -0.91331      0.81946
SLC50A1            1  155107817  155111334     12       9  103765     -0.46419      0.67874
KRTCAP2            1  155141884  155151331     34      16  103765      0.75979      0.22369
TRIM46             1  155145702  155157447     46      30  103765        1.898      0.02885
MUC1               1  155158300  155162768      6       4  103765     -0.12814      0.55098
THBS3              1  155165379  155177772     41      21  103765      0.97193      0.16554
MTX1               1  155178490  155183625     18      11  103765       1.3097     0.095157
GBA                1  155204239  155214653     38      15  103765      0.13663      0.44566
FAM189B            1  155216996  155225274     36       8  103765      0.60122      0.27385
SCAMP3             1  155225770  155232176     19       9  103765      0.66543      0.25289
CLK2               1  155232659  155243305     27      13  103765       -1.079      0.85972
HCN3               1  155247218  155259639     55      19  103765     0.038503      0.48464
PKLR               1  155259084  155278531     61      20  103765      0.85718      0.19567
FDPS               1  155278539  155290457     35      15  103765       0.5047      0.30688
RUSC1-AS1          1  155290251  155293938      8       5  103765      -1.1712      0.87924
RUSC1              1  155290640  155300909     29      19  103765     -0.57023      0.71574
ASH1L              1  155305052  155532324    661     105  103765     -0.32014      0.62557
MSTO1              1  155579961  155584758      6       4  103765     -0.70823       0.7606
YY1AP1             1  155629233  155658823     93      50  103765     -0.54821      0.70823
DAP3               1  155657693  155708801    157      56  103765      0.51055      0.30483
GON4L              1  155719450  155829185    378      53  103765      0.32244      0.37356
